date,sym,company,close,volume,open,high,low
02/13/2025,TT,Trane Techologies plc,361.28,1410711,363.42,365.51,357.4
02/13/2025,WPM,Wheaton Precious Metals Corp,69.26,1933137,68.35,69.4926,67.43
02/14/2025,ADD,Color Star Technology Co Ltd,1.19,261205,1.24,1.24,1.18
02/14/2025,AXON,Axon Enterprise Inc,683.41,694120,662.57,686.17,648.85
02/14/2025,CEG,Constellation Energy Corporation,317.3,2192984,311.185,318.19,306.22
02/14/2025,HON,Honeywell International Inc,202.75,5351415,204.82,205.14,201.54
02/14/2025,HSHIP,Himalaya Shipping Ltd,4.99,87297,4.99,5.055,4.95
02/14/2025,STLD,Steel Dynamics Inc,135.83,1608497,133.31,136.23,132.82
02/14/2025,TT,Trane Techologies plc,363.26,1019606,360.55,364.25,359.18
02/14/2025,WPM,Wheaton Precious Metals Corp,67.5,1436028,69.5,69.58,67.31
02/18/2025,ADD,Color Star Technology Co Ltd,1.17,231778,1.26,1.26,1.15
02/18/2025,AXON,Axon Enterprise Inc,710.01,1318703,694.02,715.99,691.86
02/18/2025,CEG,Constellation Energy Corporation,325.6,3252998,323.84,329.5699,315.815
02/18/2025,HON,Honeywell International Inc,208.04,4897883,204.415,208.39,202.78
02/18/2025,HSHIP,Himalaya Shipping Ltd,5.23,230474,5.13,5.3,5.13
02/18/2025,STLD,Steel Dynamics Inc,139.06,1798565,136.58,139.65,135.1257
02/18/2025,TT,Trane Techologies plc,362.91,1319271,365.8,366,357.5801
02/18/2025,WPM,Wheaton Precious Metals Corp,68.72,1576863,68.35,69.01,67.9001
02/19/2025,ADD,Color Star Technology Co Ltd,1.27,702902,1.17,1.3199,1.15
02/19/2025,AXON,Axon Enterprise Inc,593.42,2319566,700,705.1,592.76
02/19/2025,CEG,Constellation Energy Corporation,321.665,3079053,323.81,329.888,318.1301
02/19/2025,HON,Honeywell International Inc,210.81,5064594,207.93,211.7,207.92
02/19/2025,HSHIP,Himalaya Shipping Ltd,5.27,279502,5.3,5.37,5.14
02/19/2025,STLD,Steel Dynamics Inc,136.76,1486642,137.43,138.5525,136.22
02/19/2025,TT,Trane Techologies plc,370.55,1477287,364.8,371.18,362.755
02/19/2025,WPM,Wheaton Precious Metals Corp,69.44,1767303,68.7,69.66,67.545
02/20/2025,ADD,Color Star Technology Co Ltd,1.165,371831,1.25,1.2584,1.13
02/20/2025,AXON,Axon Enterprise Inc,541.81,2514006,581,584,521.655
02/20/2025,CEG,Constellation Energy Corporation,309.42,3860027,317.49,322,304.18
02/20/2025,HON,Honeywell International Inc,211.35,3635989,209.59,211.5,208.87
02/20/2025,HSHIP,Himalaya Shipping Ltd,5.5,170577,5.45,5.68,5.44
02/20/2025,STLD,Steel Dynamics Inc,135.07,1341793,137.09,139.2,134.98
02/20/2025,TT,Trane Techologies plc,366.64,1140132,369.73,370.55,361.97
02/20/2025,WPM,Wheaton Precious Metals Corp,69.95,1680521,69.61,70.31,69.12
02/21/2025,ADD,Color Star Technology Co Ltd,1.15,286848,1.2,1.22,1.11
02/21/2025,AXON,Axon Enterprise Inc,513.22,1454542,551.655,551.655,510.5339
02/21/2025,CEG,Constellation Energy Corporation,284.44,6477999,310,310.46,277.77
02/21/2025,HON,Honeywell International Inc,211.94,6222122,211.16,212.5,209.4
02/21/2025,HSHIP,Himalaya Shipping Ltd,5.34,239442,5.6,5.6,5.32
02/21/2025,STLD,Steel Dynamics Inc,130.71,1398854,135.86,135.86,130.12
