date,sym,company,close,volume,open,high,low
06/03/2025,AXON,Axon Enterprise Inc,759.07,503574,761,766.26,750
06/03/2025,CEG,Constellation Energy Corporation,313.03,10696100,342,342,309.5
06/03/2025,HON,Honeywell International Inc,226.77,2809400,225,227.22,224.99
06/03/2025,HSHIP,Himalaya Shipping Ltd,5.98,81149,5.99,6.03,5.9
06/03/2025,STLD,Steel Dynamics Inc,136.84,1961092,135.05,137.11,130.97
06/03/2025,TT,Trane Techologies plc,432.75,1142196,430.63,435.43,429.56
06/03/2025,WPM,Wheaton Precious Metals Corp,91.71,1571251,90.92,91.8,89.925
07/03/2025,ADD,Color Star Technology Co Ltd,0.87,1264109,0.89,0.893,0.8176
07/03/2025,AXON,Axon Enterprise Inc,795.48,268670,781.77,797.89,780
07/03/2025,CEG,Constellation Energy Corporation,311.88,1465816,308.2,313.94,306.4476
07/03/2025,HON,Honeywell International Inc,240.4,1903189,239.89,241.3,239.39
07/03/2025,HSHP,Himalaya Shipping Ltd,6.16,59863,6.1,6.19,6.1
07/03/2025,STLD,Steel Dynamics Inc,133.24,1496134,134.92,135.21,132.97
07/03/2025,TT,Trane Techologies plc,437.39,1182309,431.25,437.7,428.88
07/03/2025,WPM,Wheaton Precious Metals Corp,90.56,778170,88.49,90.66,88.49
03/04/2025,ADD,Color Star Technology Co Ltd,1,268133,1.06,1.0699,0.93
03/04/2025,AXON,Axon Enterprise Inc,528.28,956405,513.87,543.41,503.02
03/04/2025,CEG,Constellation Energy Corporation,231.65,5525511,227.5,239.63,221.25
03/04/2025,HON,Honeywell International Inc,208,6961807,211.7,212.53,207.83
03/04/2025,HSHIP,Himalaya Shipping Ltd,5.25,147806,5.13,5.31,5.04
03/04/2025,STLD,Steel Dynamics Inc,126.37,2001580,128.59,129.31,124.0001
03/04/2025,TT,Trane Techologies plc,343.2,1865296,342.395,348.61,335.09
03/04/2025,WPM,Wheaton Precious Metals Corp,69,1259102,69.25,70.15,68.0601
04/04/2025,ADD,Color Star Technology Co Ltd,0.7688,345923,0.6381,0.83,0.5601
04/04/2025,AXON,Axon Enterprise Inc,497.13,971548,511.26,519.9999,486.1
04/04/2025,CEG,Constellation Energy Corporation,170.96,9358580,180.07,182.99,165.08
04/04/2025,HON,Honeywell International Inc,190.99,8445698,203.25,204.63,190.71
04/04/2025,HSHIP,Himalaya Shipping Ltd,4.86,575093,4.7,5.02,4.555
04/04/2025,STLD,Steel Dynamics Inc,109.21,2181147,111.16,113.3499,105.64
04/04/2025,TT,Trane Techologies plc,318.11,2057049,319.18,326,313.625
04/04/2025,WPM,Wheaton Precious Metals Corp,70.9,4044575,76.19,77.13,70.85
06/04/2025,ADD,Color Star Technology Co Ltd,0.9275,196983,0.94,0.96,0.91
06/04/2025,AXON,Axon Enterprise Inc,780,558064,760,780.62,757.45
06/04/2025,CEG,Constellation Energy Corporation,299.54,4966758,304,310.41,298.94
06/04/2025,HON,Honeywell International Inc,227.45,1832734,227.48,228.77,226.19
06/04/2025,HSHP,Himalaya Shipping Ltd,6.11,147829,6.12,6.3,6.09
06/04/2025,STLD,Steel Dynamics Inc,134.97,1191746,136.84,137.28,134.89
06/04/2025,TT,Trane Techologies plc,432.62,733565,435.73,435.73,432.49
06/04/2025,WPM,Wheaton Precious Metals Corp,92.75,1747806,92.14,93.2,91.59
08/04/2025,ADD,Color Star Technology Co Ltd,0.6801,224245,0.7271,0.7337,0.65
08/04/2025,AXON,Axon Enterprise Inc,744.88,769837,751.04,755,736.95
08/04/2025,CEG,Constellation Energy Corporation,354.89,2899262,345.13,357,344.576
08/04/2025,HON,Honeywell International Inc,220.79,3452301,218.32,220.81,217.8
08/04/2025,HSHP,Himalaya Shipping Ltd,6.89,67621,6.86,6.95,6.86
08/04/2025,STLD,Steel Dynamics Inc,121.36,1007115,122.3,122.935,120.87
08/04/2025,TT,Trane Techologies plc,433.97,993927,439.51,441.87,432.47
08/04/2025,WPM,Wheaton Precious Metals Corp,95.87,1546422,93.2,95.91,93.2
03/05/2025,ADD,Color Star Technology Co Ltd,1.04,85979,1,1.06,0.98
03/05/2025,AXON,Axon Enterprise Inc,534.96,945209,529.75,538.98,521.08
03/05/2025,CEG,Constellation Energy Corporation,229.32,3840233,230.65,233.54,223.42
03/05/2025,HON,Honeywell International Inc,209.62,5295803,208,210.43,206.79
03/05/2025,HSHIP,Himalaya Shipping Ltd,5.44,216607,5.67,5.67,5.41
03/05/2025,STLD,Steel Dynamics Inc,127.72,2523728,126.92,129.29,125.33
03/05/2025,TT,Trane Techologies plc,348.65,1915853,346.64,350.8199,343.585
03/05/2025,WPM,Wheaton Precious Metals Corp,70.97,1874761,69.33,71.01,69.04
05/05/2025,ADD,Color Star Technology Co Ltd,0.9994,3300615,0.6947,1.01,0.6947
05/05/2025,AXON,Axon Enterprise Inc,621.4,358190,624.99,631.1581,620.9901
05/05/2025,CEG,Constellation Energy Corporation,248.27,3117814,243.27,250,241.46
05/05/2025,HON,Honeywell International Inc,214.25,6285205,213.07,215.54,212.47
05/05/2025,HSHIP,Himalaya Shipping Ltd,5.45,46491,5.42,5.49,5.42
05/05/2025,STLD,Steel Dynamics Inc,133.12,814767,133.82,135.3,133.09
05/05/2025,TT,Trane Techologies plc,402.9,1036879,397.24,406.21,395.8625
05/05/2025,WPM,Wheaton Precious Metals Corp,83.4,1807622,82.99,83.7,81.7015
06/05/2025,ADD,Color Star Technology Co Ltd,0.9132,151218,0.935,0.935,0.9
06/05/2025,AXON,Axon Enterprise Inc,788.36,683795,780.53,793.2399,773.9901
06/05/2025,CEG,Constellation Energy Corporation,289.88,4678396,299.235,302,289.36
06/05/2025,HON,Honeywell International Inc,226.67,3250130,227.47,227.92,226.12
06/05/2025,HSHP,Himalaya Shipping Ltd,6.19,260306,6.22,6.325,6.15
06/05/2025,STLD,Steel Dynamics Inc,132.1,1284306,135.25,135.745,131.68
06/05/2025,TT,Trane Techologies plc,430.82,796339,434.92,434.92,429.72
06/05/2025,WPM,Wheaton Precious Metals Corp,91.59,2643040,94.59,95.23,90.9
08/05/2025,ADD,Color Star Technology Co Ltd,0.7,87333,0.7133,0.7269,0.7
08/05/2025,AXON,Axon Enterprise Inc,867.12,2534971,818,885.915,802.9601
08/05/2025,CEG,Constellation Energy Corporation,343.57,3380492,352.03,353.777,338.96
08/05/2025,HON,Honeywell International Inc,221.06,2479838,220.02,221.37,219.51
08/05/2025,HSHP,Himalaya Shipping Ltd,7.1,240234,7.1,7.1,6.97
08/05/2025,STLD,Steel Dynamics Inc,123.53,1114995,121.54,124.16,121.4
08/05/2025,TT,Trane Techologies plc,428.76,1399404,432.27,435.0549,426.81
08/05/2025,WPM,Wheaton Precious Metals Corp,97.98,2763799,95.3,98.5,95.07
03/06/2025,ADD,Color Star Technology Co Ltd,1.0182,240793,1.05,1.05,0.9211
03/06/2025,AXON,Axon Enterprise Inc,499.31,912281,522.85,526.19,495
03/06/2025,CEG,Constellation Energy Corporation,207.69,7710756,220.19,222.78,204.71
03/06/2025,HON,Honeywell International Inc,211.26,5042728,208.94,211.74,207.9048
03/06/2025,HSHIP,Himalaya Shipping Ltd,5.52,189787,5.51,5.61,5.46
03/06/2025,STLD,Steel Dynamics Inc,125.25,1991621,126.28,127.675,124.13
03/06/2025,TT,Trane Techologies plc,341.73,1621975,344.73,347.29,336.77
03/06/2025,WPM,Wheaton Precious Metals Corp,70.2,1120432,70.15,71.5499,69.68
05/06/2025,ADD,Color Star Technology Co Ltd,0.8051,1250968,0.848,0.92,0.8
05/06/2025,AXON,Axon Enterprise Inc,601.67,759283,608.97,612.775,597.5614
05/06/2025,CEG,Constellation Energy Corporation,273.82,7195571,258.83,279.89,256.12
05/06/2025,HON,Honeywell International Inc,209.93,5129432,212.725,213.2875,209.485
05/06/2025,HSHIP,Himalaya Shipping Ltd,5.33,46932,5.36,5.43,5.3
05/06/2025,STLD,Steel Dynamics Inc,131.17,905947,132.47,133.14,131.07
05/06/2025,TT,Trane Techologies plc,406.68,1892195,400,408.42,397.72
05/06/2025,WPM,Wheaton Precious Metals Corp,85.76,2049265,84.77,85.88,83.77
06/06/2025,ADD,Color Star Technology Co Ltd,0.9,217356,0.906,0.949,0.9
06/06/2025,AXON,Axon Enterprise Inc,791.85,443740,794.92,798.16,784.6357
06/06/2025,CEG,Constellation Energy Corporation,298.8,3735262,293.58,299.77,286
06/06/2025,HON,Honeywell International Inc,228.78,2215865,228.745,230.47,228.15
06/06/2025,HSHP,Himalaya Shipping Ltd,6.26,319959,6.29,6.3,6.18
06/06/2025,STLD,Steel Dynamics Inc,133.56,1018735,133.58,135,133.07
06/06/2025,TT,Trane Techologies plc,428.93,1048054,433.14,433.55,428.105
06/06/2025,WPM,Wheaton Precious Metals Corp,88.7,2541890,91.44,91.63,88.38
08/06/2025,ADD,Color Star Technology Co Ltd,0.6436,187919,0.7018,0.7188,0.64
08/06/2025,AXON,Axon Enterprise Inc,863.65,842126,859.76,879.22,843.0227
08/06/2025,CEG,Constellation Energy Corporation,338.46,2946520,343.62,344.06,332.3
08/06/2025,HON,Honeywell International Inc,219.23,2792915,221.65,221.9,219
08/06/2025,HSHP,Himalaya Shipping Ltd,7.23,95331,7.19,7.33,7.18
08/06/2025,STLD,Steel Dynamics Inc,122.23,969650,122.89,123.92,121.93
08/06/2025,TT,Trane Techologies plc,427.03,1427295,428.65,429.3,424.58
08/06/2025,WPM,Wheaton Precious Metals Corp,98.57,1968612,97.8,98.66,97.28
03/07/2025,ADD,Color Star Technology Co Ltd,1.04,112355,0.9877,1.05,0.9877
03/07/2025,AXON,Axon Enterprise Inc,526.4,1277984,500,527.94,500
03/07/2025,CEG,Constellation Energy Corporation,212.54,4986183,208.1,216.14,203.1
03/07/2025,HON,Honeywell International Inc,214.52,5682735,211.25,215.36,210.79
03/07/2025,HSHIP,Himalaya Shipping Ltd,5.65,202489,5.71,5.75,5.625
03/07/2025,STLD,Steel Dynamics Inc,125.03,2180584,127.06,127.865,123.02
03/07/2025,TT,Trane Techologies plc,344.76,1579077,340.62,345.695,334.105
03/07/2025,WPM,Wheaton Precious Metals Corp,70.49,1605057,70.28,71.81,69.6507
04/07/2025,ADD,Color Star Technology Co Ltd,0.7262,243581,0.6775,0.75,0.66
04/07/2025,AXON,Axon Enterprise Inc,502.55,1045892,471.72,524.82,469.2434
04/07/2025,CEG,Constellation Energy Corporation,179.79,7458413,161.53,189.79,161.35
04/07/2025,HON,Honeywell International Inc,187.46,9352215,190.81,196.2299,183.39
04/07/2025,HSHIP,Himalaya Shipping Ltd,4.85,276945,4.66,5.0464,4.66
04/07/2025,STLD,Steel Dynamics Inc,111.04,2911215,106.15,114.965,103.17
04/07/2025,TT,Trane Techologies plc,316.17,1917708,309.01,330.88,298.15
04/07/2025,WPM,Wheaton Precious Metals Corp,70.68,2421594,68.5,74.08,68.03
05/07/2025,ADD,Color Star Technology Co Ltd,0.8002,246357,0.82,0.8361,0.7801
05/07/2025,AXON,Axon Enterprise Inc,601.82,887360,602.01,607.5992,594.52
05/07/2025,CEG,Constellation Energy Corporation,268.12,5168127,277.36,278.52,264.66
05/07/2025,HON,Honeywell International Inc,214.61,4334159,213.9,216.77,213.13
05/07/2025,HSHIP,Himalaya Shipping Ltd,5.46,145704,5.35,5.46,5.35
05/07/2025,STLD,Steel Dynamics Inc,130.7,1549702,131.345,131.975,129.4
05/07/2025,TT,Trane Techologies plc,407.24,2045236,406.64,409.14,402.87
05/07/2025,WPM,Wheaton Precious Metals Corp,84.94,1698597,83.85,85.4,83.62
07/07/2025,ADD,Color Star Technology Co Ltd,0.9,110363,0.883,0.909,0.88
07/07/2025,AXON,Axon Enterprise Inc,802.16,453034,796.02,804.4375,790
07/07/2025,CEG,Constellation Energy Corporation,318.25,2002122,310,320.41,309.09
07/07/2025,HON,Honeywell International Inc,239.35,2710591,239.87,240.9,237.94
07/07/2025,HSHP,Himalaya Shipping Ltd,6.33,163288,6.27,6.4,6.27
07/07/2025,STLD,Steel Dynamics Inc,133.49,953622,132.64,134.94,132.13
07/07/2025,TT,Trane Techologies plc,434.6,1342987,437.47,438.9479,430.23
07/07/2025,WPM,Wheaton Precious Metals Corp,92.61,1776525,89.605,92.76,88.25
08/07/2025,ADD,Color Star Technology Co Ltd,0.638,35510,0.6406,0.6556,0.6301
08/07/2025,AXON,Axon Enterprise Inc,870.97,700950,867.23,885,860.98
08/07/2025,CEG,Constellation Energy Corporation,336.41,3632033,335.26,345.25,322
08/07/2025,HON,Honeywell International Inc,216.58,2902482,220.28,220.51,215.61
08/07/2025,HSHP,Himalaya Shipping Ltd,7.24,85518,7.28,7.28,7.13
08/07/2025,STLD,Steel Dynamics Inc,122.07,909173,124.365,125.07,121.37
08/07/2025,TT,Trane Techologies plc,428.11,810198,426.82,430.65,424.86
08/07/2025,WPM,Wheaton Precious Metals Corp,99.79,1908835,99.68,100.53,99.1349
04/08/2025,ADD,Color Star Technology Co Ltd,0.7299,149613,0.7044,0.75,0.7001
04/08/2025,AXON,Axon Enterprise Inc,504.03,943153,522.71,536.84,497.99
04/08/2025,CEG,Constellation Energy Corporation,184.94,6895731,188.94,193.3,181.99
04/08/2025,HON,Honeywell International Inc,182.86,6952006,188.24,191.17,180.83
04/08/2025,HSHIP,Himalaya Shipping Ltd,4.44,160166,4.91,4.91,4.36
04/08/2025,STLD,Steel Dynamics Inc,110.23,3012726,114.96,117.755,108.27
04/08/2025,TT,Trane Techologies plc,315.21,1690558,324.96,329.53,311.04
04/08/2025,WPM,Wheaton Precious Metals Corp,70.56,2225398,73.73,73.84,69.765
05/08/2025,ADD,Color Star Technology Co Ltd,1.05,3556214,0.786,1.1,0.786
05/08/2025,AXON,Axon Enterprise Inc,686.83,1692978,646.38,698.265,644.605
05/08/2025,CEG,Constellation Energy Corporation,270.59,2862261,271.75,273.98,265.0701
05/08/2025,HON,Honeywell International Inc,214.54,3901856,215.7,216.66,213.78
05/08/2025,HSHIP,Himalaya Shipping Ltd,5.4,89294,5.35,5.46,5.27
05/08/2025,STLD,Steel Dynamics Inc,129.63,1303525,132.23,132.23,129.29
05/08/2025,TT,Trane Techologies plc,405.65,1856795,409.89,412.06,405.4
05/08/2025,WPM,Wheaton Precious Metals Corp,82.46,1782876,84.16,84.64,82.46
07/08/2025,ADD,Color Star Technology Co Ltd,1,667928,0.865,1.03,0.865
07/08/2025,AXON,Axon Enterprise Inc,790.22,507791,802.72,815,774.0957
07/08/2025,CEG,Constellation Energy Corporation,312.84,1793002,320.685,320.685,307.75
07/08/2025,HON,Honeywell International Inc,239.8,2768023,239.275,241.65,239.03
07/08/2025,HSHP,Himalaya Shipping Ltd,6.35,92371,6.3,6.44,6.28
07/08/2025,STLD,Steel Dynamics Inc,136.04,1033207,134.28,137.43,133.3264
07/08/2025,TT,Trane Techologies plc,426.89,1128659,432.96,434.995,424.055
07/08/2025,WPM,Wheaton Precious Metals Corp,86.72,2722984,92.11,92.16,85.59
08/08/2025,ADD,Color Star Technology Co Ltd,0.5911,892719,0.6726,0.6726,0.5744
08/08/2025,AXON,Axon Enterprise Inc,842.5,667561,872.47,878.6169,835.7
08/08/2025,CEG,Constellation Energy Corporation,335.765,1961007,338.71,342.2,332.25
08/08/2025,HON,Honeywell International Inc,216.31,3059683,216.77,217.7,216
08/08/2025,HSHP,Himalaya Shipping Ltd,7.17,51072,7.3,7.41,7.16
08/08/2025,STLD,Steel Dynamics Inc,123.02,891413,122.93,123.87,122.16
08/08/2025,TT,Trane Techologies plc,430.09,755571,430.48,431.58,426.13
08/08/2025,WPM,Wheaton Precious Metals Corp,100.69,3101151,103.75,103.81,99.0301
04/09/2025,ADD,Color Star Technology Co Ltd,1.06,4319358,0.73,1.12,0.71
04/09/2025,AXON,Axon Enterprise Inc,559.84,1105398,503.15,567.0358,497.355
04/09/2025,CEG,Constellation Energy Corporation,215.45,7984335,186.13,217.9,182.61
04/09/2025,HON,Honeywell International Inc,199.1,9141303,180.5,199.78,179.36
04/09/2025,HSHIP,Himalaya Shipping Ltd,4.6,598369,4.42,4.77,4.29
04/09/2025,STLD,Steel Dynamics Inc,122.65,3412520,108.74,123.38,108.74
04/09/2025,TT,Trane Techologies plc,342.8,1980193,315.25,344.855,310.8
04/09/2025,WPM,Wheaton Precious Metals Corp,74.62,2879247,72.89,75.66,71.81
05/09/2025,ADD,Color Star Technology Co Ltd,0.9,318707,0.927,0.94,0.862
05/09/2025,AXON,Axon Enterprise Inc,684.59,642574,684.01,697.39,677.61
05/09/2025,CEG,Constellation Energy Corporation,271.37,3245909,272.07,274.95,266.06
05/09/2025,HON,Honeywell International Inc,213.03,2394408,214.54,214.875,212.67
05/09/2025,HSHIP,Himalaya Shipping Ltd,5.43,92951,5.37,5.4863,5.36
05/09/2025,STLD,Steel Dynamics Inc,130.51,753897,130.07,131.035,128.51
05/09/2025,TT,Trane Techologies plc,404.73,1914411,407.81,409.19,402.165
05/09/2025,WPM,Wheaton Precious Metals Corp,85.77,2631889,84,86.55,82.69
06/09/2025,ADD,Color Star Technology Co Ltd,0.9042,162865,0.92,0.92,0.889
06/09/2025,AXON,Axon Enterprise Inc,783.8,537362,795.83,806.64,775.8553
06/09/2025,CEG,Constellation Energy Corporation,299.66,2997382,300.695,308.82,297.01
06/09/2025,HON,Honeywell International Inc,227.13,2561469,228.69,228.7,226.53
06/09/2025,HSHP,Himalaya Shipping Ltd,6.33,91779,6.36,6.38,6.3001
06/09/2025,STLD,Steel Dynamics Inc,133.63,1146779,134.1,135.58,133.515
06/09/2025,TT,Trane Techologies plc,427.77,793215,429.51,430.49,426.7044
06/09/2025,WPM,Wheaton Precious Metals Corp,89.13,1585757,88.88,89.25,87.4
07/09/2025,ADD,Color Star Technology Co Ltd,0.9384,36574,0.9431,0.985,0.9321
07/09/2025,AXON,Axon Enterprise Inc,805.86,339967,794.3,809.99,785
07/09/2025,CEG,Constellation Energy Corporation,317.11,1685724,313.22,319.755,310.25
07/09/2025,HON,Honeywell International Inc,238.72,2177173,240.7,241.72,236.72
07/09/2025,HSHP,Himalaya Shipping Ltd,6.32,72584,6.28,6.36,6.235
07/09/2025,STLD,Steel Dynamics Inc,136.08,983907,136.11,136.545,134.78
07/09/2025,TT,Trane Techologies plc,433.61,841674,431.5,434.05,427.59
07/09/2025,WPM,Wheaton Precious Metals Corp,88.84,1828691,86.9,88.89,86.3538
03/10/2025,ADD,Color Star Technology Co Ltd,1.01,199494,1.05,1.05,1
03/10/2025,AXON,Axon Enterprise Inc,515.45,1359940,508.39,522.06,501.85
03/10/2025,CEG,Constellation Energy Corporation,202.21,7689548,203.61,208.24,195.56
03/10/2025,HON,Honeywell International Inc,213.82,4177089,214.29,218.4742,213.58
03/10/2025,HSHIP,Himalaya Shipping Ltd,5.41,225058,5.53,5.55,5.34
03/10/2025,STLD,Steel Dynamics Inc,119.4,2729058,122.37,123.21,116.99
03/10/2025,TT,Trane Techologies plc,338.36,2055471,338.85,342.59,334.94
03/10/2025,WPM,Wheaton Precious Metals Corp,69.7,2170336,69.99,70.95,69.23
04/10/2025,ADD,Color Star Technology Co Ltd,0.8703,370877,0.8787,0.9299,0.82
04/10/2025,AXON,Axon Enterprise Inc,551.25,655898,543.85,564.36,534.22
04/10/2025,CEG,Constellation Energy Corporation,204.49,4048640,209,211.475,199.55
04/10/2025,HON,Honeywell International Inc,193.39,5821691,196.99,199.55,188.8
04/10/2025,HSHIP,Himalaya Shipping Ltd,4.46,268119,4.6,4.645,4.415
04/10/2025,STLD,Steel Dynamics Inc,117.49,2123040,118.7,119.19,112.6
04/10/2025,TT,Trane Techologies plc,338.33,1715899,334.66,342.35,325.985
04/10/2025,WPM,Wheaton Precious Metals Corp,77.9,3524870,75.31,78.88,74.2375
06/10/2025,ADD,Color Star Technology Co Ltd,0.9,516204,0.9132,0.92,0.885
06/10/2025,AXON,Axon Enterprise Inc,762.66,600557,778.54,787.61,751.25
06/10/2025,CEG,Constellation Energy Corporation,291.02,3374298,300,300.5,287.71
06/10/2025,HON,Honeywell International Inc,226.26,2665547,227.12,227.61,225.73
06/10/2025,HSHP,Himalaya Shipping Ltd,6.27,134821,6.27,6.37,6.23
06/10/2025,STLD,Steel Dynamics Inc,133.81,1027639,133.88,135.19,133.33
06/10/2025,TT,Trane Techologies plc,421.68,1066121,429.48,429.48,416.82
06/10/2025,WPM,Wheaton Precious Metals Corp,88.17,1633981,89.4,89.44,87.1001
07/10/2025,ADD,Color Star Technology Co Ltd,0.9788,141864,0.9269,0.9789,0.9141
07/10/2025,AXON,Axon Enterprise Inc,732.99,1227628,802.11,803,728.43
07/10/2025,CEG,Constellation Energy Corporation,313.62,1746508,316.26,317.36,307.235
07/10/2025,HON,Honeywell International Inc,236.77,2264534,237.82,239.375,236.51
07/10/2025,HSHP,Himalaya Shipping Ltd,6.63,161886,6.33,6.7,6.33
07/10/2025,STLD,Steel Dynamics Inc,137.37,1242074,137.52,139.57,136.685
07/10/2025,TT,Trane Techologies plc,434.53,1051168,433.95,437.71,425.6206
07/10/2025,WPM,Wheaton Precious Metals Corp,89.89,1728353,89.29,89.98,88
03/11/2025,ADD,Color Star Technology Co Ltd,1,168612,1,1.028,0.95
03/11/2025,AXON,Axon Enterprise Inc,526.64,975328,518.26,539.175,509.0001
03/11/2025,CEG,Constellation Energy Corporation,208.58,5051002,203.99,211.64,199.925
03/11/2025,HON,Honeywell International Inc,208.59,5243484,213.49,213.75,206.92
03/11/2025,HSHIP,Himalaya Shipping Ltd,5.51,189413,5.42,5.525,5.37
03/11/2025,STLD,Steel Dynamics Inc,120.76,2392770,119.6,123.39,119.3581
03/11/2025,TT,Trane Techologies plc,333.96,1721581,337.35,343.21,333.66
03/11/2025,WPM,Wheaton Precious Metals Corp,71.07,1813684,70.25,72,70.035
04/11/2025,ADD,Color Star Technology Co Ltd,0.81,162939,0.84,0.84,0.76
04/11/2025,AXON,Axon Enterprise Inc,567.98,516622,549,569,541.5189
04/11/2025,CEG,Constellation Energy Corporation,208.25,2960744,204.49,208.53,198
04/11/2025,HON,Honeywell International Inc,198.55,5102934,192.78,199.41,191.6001
04/11/2025,HSHIP,Himalaya Shipping Ltd,4.66,199407,4.5,4.7,4.5
04/11/2025,STLD,Steel Dynamics Inc,120.41,1674215,117.21,121.2,116.29
04/11/2025,TT,Trane Techologies plc,345.81,1531563,335.06,347.87,333.23
04/11/2025,WPM,Wheaton Precious Metals Corp,82.13,3609948,79.86,82.99,79.4
06/11/2025,ADD,Color Star Technology Co Ltd,0.899,747106,0.919,0.919,0.8963
06/11/2025,AXON,Axon Enterprise Inc,778.36,487781,764.67,782.785,746.9
06/11/2025,CEG,Constellation Energy Corporation,292.19,2751423,296.83,298.47,289.8
06/11/2025,HON,Honeywell International Inc,225.82,2493650,225.92,226.8,221.6515
06/11/2025,HSHP,Himalaya Shipping Ltd,6.51,102835,6.44,6.59,6.4
06/11/2025,STLD,Steel Dynamics Inc,130.03,1888169,131.9,131.9,127.61
06/11/2025,TT,Trane Techologies plc,422.96,1001092,423.76,428.78,417.96
06/11/2025,WPM,Wheaton Precious Metals Corp,89.16,2352967,88.27,89.16,88
07/11/2025,ADD,Color Star Technology Co Ltd,1.014,179522,0.9521,1.03,0.9521
07/11/2025,AXON,Axon Enterprise Inc,729.62,1121522,740.33,753.018,723.001
07/11/2025,CEG,Constellation Energy Corporation,321.54,2015620,310.81,323,309.7449
07/11/2025,HON,Honeywell International Inc,235.93,2417501,234.37,236.05,234
07/11/2025,HSHP,Himalaya Shipping Ltd,6.78,143045,6.65,6.78,6.65
07/11/2025,STLD,Steel Dynamics Inc,135.07,822411,136.97,137.92,134.16
07/11/2025,TT,Trane Techologies plc,437.5,944550,430,438.9,430
07/11/2025,WPM,Wheaton Precious Metals Corp,91.02,1780258,90.46,91.62,89.77
08/11/2025,ADD,Color Star Technology Co Ltd,0.575,235554,0.6,0.6204,0.55
08/11/2025,AXON,Axon Enterprise Inc,818.69,616018,842.89,844.15,817.36
08/11/2025,CEG,Constellation Energy Corporation,331.49,1829803,336.24,338.3,328
08/11/2025,HON,Honeywell International Inc,216.45,2411339,216.31,216.585,214.2
08/11/2025,HSHP,Himalaya Shipping Ltd,7.19,95271,7.26,7.32,7.17
08/11/2025,STLD,Steel Dynamics Inc,122.41,1380692,122.85,123.23,119.89
08/11/2025,TT,Trane Techologies plc,428.07,1074837,428.3,432.42,426.06
08/11/2025,WPM,Wheaton Precious Metals Corp,97.51,3403090,96.78,97.8499,95.78
02/12/2025,ADD,Color Star Technology Co Ltd,1.23,495439,1.24,1.28,1.12
02/12/2025,AXON,Axon Enterprise Inc,665.08,495922,656.49,668.5673,652.26
02/12/2025,CEG,Constellation Energy Corporation,313.8,1766373,305.43,317.43,303.79
02/12/2025,HON,Honeywell International Inc,205.01,3413222,205.585,206.29,204.25
02/12/2025,HSHIP,Himalaya Shipping Ltd,4.83,205194,4.75,4.85,4.738
02/12/2025,STLD,Steel Dynamics Inc,132.3,2213906,133.78,134.7,132.18
02/12/2025,TT,Trane Techologies plc,361.66,1493216,356.93,363.95,356.93
02/12/2025,WPM,Wheaton Precious Metals Corp,68.31,1440017,66.5,68.36,66.44
03/12/2025,ADD,Color Star Technology Co Ltd,1.03,108945,1.01,1.03,0.9572
03/12/2025,AXON,Axon Enterprise Inc,557.89,1215839,540.37,560.725,539.13
03/12/2025,CEG,Constellation Energy Corporation,215.35,7320373,219.42,224.33,210
03/12/2025,HON,Honeywell International Inc,206.35,3812680,207.09,207.79,204.73
03/12/2025,HSHIP,Himalaya Shipping Ltd,5.92,300863,5.88,5.945,5.78
03/12/2025,STLD,Steel Dynamics Inc,123.53,2126291,123.22,126.39,121.81
03/12/2025,TT,Trane Techologies plc,339.37,1542127,339.635,342.685,333.28
03/12/2025,WPM,Wheaton Precious Metals Corp,71.17,1553557,70.75,71.49,70.33
05/12/2025,ADD,Color Star Technology Co Ltd,0.9074,281693,0.9,0.943,0.8635
05/12/2025,AXON,Axon Enterprise Inc,693.1,878357,700,703,667
05/12/2025,CEG,Constellation Energy Corporation,285.28,4744922,286.36,291.99,283.45
05/12/2025,HON,Honeywell International Inc,219.34,4032539,218,219.46,216.53
05/12/2025,HSHIP,Himalaya Shipping Ltd,5.73,115760,5.65,5.75,5.65
05/12/2025,STLD,Steel Dynamics Inc,136.53,1562938,136.1,138.175,134.41
05/12/2025,TT,Trane Techologies plc,416.15,1922637,415.12,416.7399,406.17
05/12/2025,WPM,Wheaton Precious Metals Corp,78.98,2898137,81.74,81.97,78.57
06/12/2025,ADD,Color Star Technology Co Ltd,0.8505,224130,0.902,0.9099,0.76
06/12/2025,AXON,Axon Enterprise Inc,775.2,350325,773.16,781.12,772.605
06/12/2025,CEG,Constellation Energy Corporation,300.38,2083974,290.11,301.32,289.08
06/12/2025,HON,Honeywell International Inc,226.05,1599246,225.03,226.71,223.77
06/12/2025,HSHP,Himalaya Shipping Ltd,6.57,75052,6.54,6.62,6.525
06/12/2025,STLD,Steel Dynamics Inc,131.85,1068103,129.61,132.23,129.04
06/12/2025,TT,Trane Techologies plc,424.31,1500703,424.6,425.97,422.04
06/12/2025,WPM,Wheaton Precious Metals Corp,90.41,1945640,90.17,91.28,89.88
02/13/2025,ADD,Color Star Technology Co Ltd,1.24,313944,1.22,1.2499,1.16
02/13/2025,AXON,Axon Enterprise Inc,664.7,356153,667.75,671.44,655.0688
02/13/2025,CEG,Constellation Energy Corporation,311.49,2707225,316.36,317.7376,305.09
02/13/2025,HON,Honeywell International Inc,205.27,3382403,206.51,207.3,204.61
02/13/2025,HSHIP,Himalaya Shipping Ltd,4.94,89261,4.87,4.98,4.8501
02/13/2025,STLD,Steel Dynamics Inc,132.88,1898714,132.9,133.695,129.38
