category,item,variety,date,unit,price
fruit,pears,other,10/12/2021,kg,0.87
vegetable,beetroot,beetroot,10/12/2021,kg,0.55
vegetable,brussels_sprouts,brussels_sprouts,10/12/2021,kg,0.92
vegetable,pak_choi,pak_choi,10/12/2021,kg,3.03
vegetable,curly_kale,curly_kale,10/12/2021,kg,3.66
vegetable,cabbage,red,10/12/2021,kg,0.57
vegetable,cabbage,savoy,10/12/2021,head,0.56
vegetable,spring_greens,prepacked,10/12/2021,kg,0.88
vegetable,cabbage,summer_autumn_pointed,10/12/2021,kg,0.62
vegetable,cabbage,white,10/12/2021,kg,0.47
vegetable,cabbage,round_green_other,10/12/2021,head,0.51
vegetable,carrots,topped_washed,10/12/2021,kg,0.46
vegetable,cauliflower,all,10/12/2021,head,1.69
vegetable,celery,all_washed,10/12/2021,kg,0.78
vegetable,celeriac,celeriac,10/12/2021,kg,0.75
vegetable,chinese_leaf,chinese_leaf,10/12/2021,kg,1.02
vegetable,leeks,trimmed,10/12/2021,kg,1.23
vegetable,lettuce,butterhead_indoor,10/12/2021,head,0.44
vegetable,lettuce,little_gem,10/12/2021,twin,0.77
vegetable,onion,bulb_brown,10/12/2021,kg,0.4
vegetable,onion,bulb_red,10/12/2021,kg,0.58
vegetable,swede,swede,10/12/2021,kg,0.23
vegetable,turnip,turnip,10/12/2021,kg,1.46
vegetable,parsnips,all_varieties,10/12/2021,kg,1.13
vegetable,tomatoes,vine,10/12/2021,kg,1.23
cut_flowers,tulips,tulips,10/12/2021,stem,0.29
fruit,apples,bramleys_seedling,03/12/2021,kg,1.54
fruit,apples,coxs_orange_group,03/12/2021,kg,1.03
fruit,apples,egremont_russet,03/12/2021,kg,1.17
fruit,apples,braeburn,03/12/2021,kg,0.88
fruit,apples,gala,03/12/2021,kg,0.96
fruit,apples,other_late_season,03/12/2021,kg,0.84
fruit,pears,conference,03/12/2021,kg,0.85
fruit,pears,doyenne_du_comice,03/12/2021,kg,0.95
fruit,pears,other,03/12/2021,kg,0.78
vegetable,beetroot,beetroot,03/12/2021,kg,0.56
vegetable,brussels_sprouts,brussels_sprouts,03/12/2021,kg,0.95
vegetable,pak_choi,pak_choi,03/12/2021,kg,2.87
vegetable,curly_kale,curly_kale,03/12/2021,kg,3.47
vegetable,cabbage,red,03/12/2021,kg,0.56
vegetable,cabbage,savoy,03/12/2021,head,0.56
vegetable,spring_greens,prepacked,03/12/2021,kg,0.87
vegetable,cabbage,summer_autumn_pointed,03/12/2021,kg,0.64
vegetable,cabbage,white,03/12/2021,kg,0.47
vegetable,cabbage,round_green_other,03/12/2021,head,0.5
vegetable,carrots,topped_washed,03/12/2021,kg,0.46
vegetable,cauliflower,all,03/12/2021,head,1.49
vegetable,celery,all_washed,03/12/2021,kg,0.78
vegetable,celeriac,celeriac,03/12/2021,kg,0.77
vegetable,chinese_leaf,chinese_leaf,03/12/2021,kg,0.95
vegetable,coriander,coriander,03/12/2021,kg,4.3
vegetable,leeks,trimmed,03/12/2021,kg,1.17
vegetable,lettuce,butterhead_indoor,03/12/2021,head,0.45
vegetable,lettuce,little_gem,03/12/2021,twin,0.81
vegetable,onion,bulb_brown,03/12/2021,kg,0.38
vegetable,onion,bulb_red,03/12/2021,kg,0.58
vegetable,swede,swede,03/12/2021,kg,0.23
vegetable,turnip,turnip,03/12/2021,kg,1.4
vegetable,parsnips,all_varieties,03/12/2021,kg,1.14
vegetable,spinach_leaf,loose_bunches,03/12/2021,kg,1.1
cut_flowers,tulips,tulips,03/12/2021,stem,0.3
fruit,apples,bramleys_seedling,26/11/2021,kg,1.59
fruit,apples,coxs_orange_group,26/11/2021,kg,1.2
fruit,apples,egremont_russet,26/11/2021,kg,1.24
fruit,apples,braeburn,26/11/2021,kg,1.06
fruit,apples,gala,26/11/2021,kg,1.01
fruit,apples,other_mid_season,26/11/2021,kg,0.8
fruit,apples,other_late_season,26/11/2021,kg,0.9
fruit,pears,conference,26/11/2021,kg,1.02
fruit,pears,doyenne_du_comice,26/11/2021,kg,1.02
fruit,raspberries,raspberries,26/11/2021,kg,4.8
vegetable,beetroot,beetroot,26/11/2021,kg,0.52
vegetable,brussels_sprouts,brussels_sprouts,26/11/2021,kg,0.91
vegetable,pak_choi,pak_choi,26/11/2021,kg,2.75
vegetable,curly_kale,curly_kale,26/11/2021,kg,3.12
vegetable,cabbage,red,26/11/2021,kg,0.57
vegetable,cabbage,savoy,26/11/2021,head,0.51
vegetable,spring_greens,prepacked,26/11/2021,kg,0.87
vegetable,cabbage,summer_autumn_pointed,26/11/2021,kg,0.6
vegetable,cabbage,white,26/11/2021,kg,0.47
vegetable,cabbage,round_green_other,26/11/2021,head,0.47
vegetable,calabrese,calabrese,26/11/2021,kg,1.5
vegetable,capsicum,green,26/11/2021,kg,1
vegetable,capsicum,red,26/11/2021,kg,0.75
vegetable,carrots,topped_washed,26/11/2021,kg,0.46
vegetable,cauliflower,all,26/11/2021,head,1.03
vegetable,celery,all_washed,26/11/2021,kg,0.76
vegetable,celeriac,celeriac,26/11/2021,kg,0.69
vegetable,chinese_leaf,chinese_leaf,26/11/2021,kg,0.95
vegetable,coriander,coriander,26/11/2021,kg,1.5
vegetable,leeks,trimmed,26/11/2021,kg,1.19
vegetable,lettuce,butterhead_indoor,26/11/2021,head,0.45
vegetable,lettuce,little_gem,26/11/2021,twin,0.83
vegetable,onion,bulb_brown,26/11/2021,kg,0.4
vegetable,onion,bulb_red,26/11/2021,kg,0.56
vegetable,swede,swede,26/11/2021,kg,0.23
vegetable,turnip,turnip,26/11/2021,kg,1.64
vegetable,parsnips,all_varieties,26/11/2021,kg,1.08
vegetable,spinach_leaf,loose_bunches,26/11/2021,kg,1.1
fruit,apples,bramleys_seedling,19/11/2021,kg,1.6
fruit,apples,coxs_orange_group,19/11/2021,kg,1.14
fruit,apples,egremont_russet,19/11/2021,kg,1.19
fruit,apples,braeburn,19/11/2021,kg,1.09
fruit,apples,gala,19/11/2021,kg,1.02
fruit,apples,other_early_season,19/11/2021,kg,1.06
fruit,apples,other_late_season,19/11/2021,kg,0.66
fruit,pears,conference,19/11/2021,kg,1.12
fruit,pears,doyenne_du_comice,19/11/2021,kg,1.06
fruit,strawberries,strawberries,19/11/2021,kg,8.75
vegetable,beetroot,beetroot,19/11/2021,kg,0.53
vegetable,brussels_sprouts,brussels_sprouts,19/11/2021,kg,0.95
vegetable,pak_choi,pak_choi,19/11/2021,kg,2.69
vegetable,curly_kale,curly_kale,19/11/2021,kg,3.22
vegetable,cabbage,red,19/11/2021,kg,0.56
vegetable,cabbage,savoy,19/11/2021,head,0.52
vegetable,spring_greens,prepacked,19/11/2021,kg,0.85
vegetable,cabbage,summer_autumn_pointed,19/11/2021,kg,0.6
vegetable,cabbage,white,19/11/2021,kg,0.47
vegetable,cabbage,round_green_other,19/11/2021,head,0.47
vegetable,calabrese,calabrese,19/11/2021,kg,1.47
vegetable,capsicum,red,19/11/2021,kg,1
vegetable,capsicum,elongated,19/11/2021,kg,1.7
vegetable,carrots,topped_washed,19/11/2021,kg,0.46
vegetable,cauliflower,all,19/11/2021,head,0.95
vegetable,celery,all_washed,19/11/2021,kg,0.78
vegetable,celeriac,celeriac,19/11/2021,kg,0.69
vegetable,chinese_leaf,chinese_leaf,19/11/2021,kg,0.89
vegetable,coriander,coriander,19/11/2021,kg,2.31
vegetable,cucumbers,cucumbers,19/11/2021,kg,0.9
vegetable,leeks,trimmed,19/11/2021,kg,1.22
vegetable,lettuce,butterhead_indoor,19/11/2021,head,0.45
vegetable,lettuce,cos,19/11/2021,head,0.58
vegetable,lettuce,little_gem,19/11/2021,twin,0.81
vegetable,onion,bulb_brown,19/11/2021,kg,0.43
vegetable,onion,bulb_red,19/11/2021,kg,0.57
vegetable,swede,swede,19/11/2021,kg,0.24
vegetable,turnip,turnip,19/11/2021,kg,1.54
vegetable,parsnips,all_varieties,19/11/2021,kg,1.09
vegetable,spinach_leaf,loose_bunches,19/11/2021,kg,1.21
vegetable,tomatoes,round,19/11/2021,kg,0.57
vegetable,tomatoes,vine,19/11/2021,kg,1.02
vegetable,tomatoes,cherry,19/11/2021,kg,3.3
fruit,apples,bramleys_seedling,12/11/2021,kg,1.49
fruit,apples,coxs_orange_group,12/11/2021,kg,1.09
fruit,apples,egremont_russet,12/11/2021,kg,1.14
fruit,apples,braeburn,12/11/2021,kg,1.01
fruit,apples,gala,12/11/2021,kg,1.01
fruit,apples,other_early_season,12/11/2021,kg,0.95
fruit,pears,conference,12/11/2021,kg,1.04
fruit,pears,doyenne_du_comice,12/11/2021,kg,1.08
fruit,raspberries,raspberries,12/11/2021,kg,4.4
fruit,strawberries,strawberries,12/11/2021,kg,6.24
vegetable,beetroot,beetroot,12/11/2021,kg,0.51
vegetable,brussels_sprouts,brussels_sprouts,12/11/2021,kg,0.98
vegetable,pak_choi,pak_choi,12/11/2021,kg,2.72
vegetable,curly_kale,curly_kale,12/11/2021,kg,3.26
vegetable,cabbage,red,12/11/2021,kg,0.55
vegetable,cabbage,savoy,12/11/2021,head,0.5
vegetable,spring_greens,prepacked,12/11/2021,kg,0.84
vegetable,cabbage,summer_autumn_pointed,12/11/2021,kg,0.55
vegetable,cabbage,white,12/11/2021,kg,0.46
vegetable,cabbage,round_green_other,12/11/2021,head,0.46
vegetable,calabrese,calabrese,12/11/2021,kg,1.49
vegetable,carrots,topped_washed,12/11/2021,kg,0.44
vegetable,cauliflower,all,12/11/2021,head,0.83
vegetable,celery,all_washed,12/11/2021,kg,0.76
vegetable,celeriac,celeriac,12/11/2021,kg,0.68
vegetable,chinese_leaf,chinese_leaf,12/11/2021,kg,0.94
vegetable,coriander,coriander,12/11/2021,kg,1.84
vegetable,cucumbers,cucumbers,12/11/2021,kg,0.83
vegetable,leeks,trimmed,12/11/2021,kg,1.2
vegetable,lettuce,butterhead_indoor,12/11/2021,head,0.43
vegetable,lettuce,cos,12/11/2021,head,0.59
vegetable,lettuce,little_gem,12/11/2021,twin,0.79
vegetable,onion,bulb_brown,12/11/2021,kg,0.42
vegetable,onion,bulb_red,12/11/2021,kg,0.55
vegetable,swede,swede,12/11/2021,kg,0.24
vegetable,turnip,turnip,12/11/2021,kg,1.48
vegetable,parsnips,all_varieties,12/11/2021,kg,1.08
vegetable,rhubarb,outdoor,12/11/2021,kg,1.54
vegetable,spinach_leaf,loose_bunches,12/11/2021,kg,1.19
vegetable,tomatoes,round,12/11/2021,kg,0.64
vegetable,tomatoes,vine,12/11/2021,kg,1
vegetable,tomatoes,cherry,12/11/2021,kg,3.06
fruit,apples,bramleys_seedling,05/11/2021,kg,1.56
fruit,apples,coxs_orange_group,05/11/2021,kg,1.09
fruit,apples,egremont_russet,05/11/2021,kg,1.18
fruit,apples,braeburn,05/11/2021,kg,1.2
fruit,apples,gala,05/11/2021,kg,1
fruit,apples,other_early_season,05/11/2021,kg,0.95
fruit,blackberries,blackberries,05/11/2021,kg,12
fruit,pears,conference,05/11/2021,kg,1.03
fruit,pears,doyenne_du_comice,05/11/2021,kg,1.04
fruit,raspberries,raspberries,05/11/2021,kg,3.84
fruit,strawberries,strawberries,05/11/2021,kg,1.86
vegetable,beetroot,beetroot,05/11/2021,kg,0.49
vegetable,brussels_sprouts,brussels_sprouts,05/11/2021,kg,0.99
vegetable,pak_choi,pak_choi,05/11/2021,kg,2.77
vegetable,curly_kale,curly_kale,05/11/2021,kg,3.15
vegetable,cabbage,red,05/11/2021,kg,0.55
vegetable,cabbage,savoy,05/11/2021,head,0.49
vegetable,spring_greens,prepacked,05/11/2021,kg,0.78
vegetable,cabbage,summer_autumn_pointed,05/11/2021,kg,0.58
vegetable,cabbage,white,05/11/2021,kg,0.47
vegetable,cabbage,round_green_other,05/11/2021,head,0.47
vegetable,calabrese,calabrese,05/11/2021,kg,1.48
vegetable,capsicum,green,05/11/2021,kg,1.02
vegetable,capsicum,red,05/11/2021,kg,1.02
vegetable,carrots,topped_washed,05/11/2021,kg,0.45
vegetable,cauliflower,all,05/11/2021,head,0.67
vegetable,celery,all_washed,05/11/2021,kg,0.71
vegetable,celeriac,celeriac,05/11/2021,kg,0.69
vegetable,chinese_leaf,chinese_leaf,05/11/2021,kg,0.95
vegetable,coriander,coriander,05/11/2021,kg,2.12
vegetable,cucumbers,cucumbers,05/11/2021,kg,0.63
vegetable,leeks,trimmed,05/11/2021,kg,1.21
vegetable,lettuce,butterhead_indoor,05/11/2021,head,0.42
vegetable,lettuce,cos,05/11/2021,head,0.59
vegetable,lettuce,crisp_iceberg_type,05/11/2021,head,0.28
vegetable,lettuce,little_gem,05/11/2021,twin,0.77
vegetable,rocket,rocket,05/11/2021,kg,5
vegetable,mixed_babyleaf_salad,pillow_pack,05/11/2021,kg,5
vegetable,onion,bulb_brown,05/11/2021,kg,0.42
vegetable,onion,bulb_red,05/11/2021,kg,0.57
vegetable,swede,swede,05/11/2021,kg,0.24
vegetable,turnip,turnip,05/11/2021,kg,1.77
vegetable,parsnips,all_varieties,05/11/2021,kg,1.07
vegetable,rhubarb,outdoor,05/11/2021,kg,1.54
vegetable,spinach_leaf,loose_bunches,05/11/2021,kg,1.19
vegetable,tomatoes,round,05/11/2021,kg,0.64
vegetable,tomatoes,cherry,05/11/2021,kg,3.06
cut_flowers,gladioli,all_varieties,05/11/2021,stem,0.31
fruit,apples,bramleys_seedling,29/10/2021,kg,1.51
fruit,apples,coxs_orange_group,29/10/2021,kg,1.24
fruit,apples,egremont_russet,29/10/2021,kg,1.27
fruit,apples,braeburn,29/10/2021,kg,1.12
fruit,apples,gala,29/10/2021,kg,1.03
fruit,apples,other_early_season,29/10/2021,kg,1.02
fruit,apples,other_late_season,29/10/2021,kg,1.01
fruit,pears,conference,29/10/2021,kg,1.01
fruit,pears,doyenne_du_comice,29/10/2021,kg,1.13
fruit,raspberries,raspberries,29/10/2021,kg,3.73
fruit,strawberries,strawberries,29/10/2021,kg,2.77
vegetable,beetroot,beetroot,29/10/2021,kg,0.52
vegetable,brussels_sprouts,brussels_sprouts,29/10/2021,kg,1
vegetable,pak_choi,pak_choi,29/10/2021,kg,2.9
vegetable,curly_kale,curly_kale,29/10/2021,kg,3.24
vegetable,cabbage,red,29/10/2021,kg,0.54
vegetable,cabbage,savoy,29/10/2021,head,0.51
vegetable,spring_greens,prepacked,29/10/2021,kg,0.75
vegetable,cabbage,summer_autumn_pointed,29/10/2021,kg,0.59
vegetable,cabbage,white,29/10/2021,kg,0.46
vegetable,cabbage,round_green_other,29/10/2021,head,0.48
vegetable,calabrese,calabrese,29/10/2021,kg,1.51
vegetable,capsicum,green,29/10/2021,kg,1.18
vegetable,capsicum,red,29/10/2021,kg,1.18
vegetable,capsicum,elongated,29/10/2021,kg,1.2
vegetable,carrots,topped_washed,29/10/2021,kg,0.44
vegetable,cauliflower,all,29/10/2021,head,0.59
vegetable,celery,all_washed,29/10/2021,kg,0.69
vegetable,celeriac,celeriac,29/10/2021,kg,0.67
vegetable,chinese_leaf,chinese_leaf,29/10/2021,kg,0.96
vegetable,coriander,coriander,29/10/2021,kg,1.74
vegetable,cucumbers,cucumbers,29/10/2021,kg,0.72
vegetable,leeks,trimmed,29/10/2021,kg,1.18
vegetable,lettuce,butterhead_indoor,29/10/2021,head,0.43
vegetable,lettuce,cos,29/10/2021,head,0.61
vegetable,lettuce,little_gem,29/10/2021,twin,0.69
vegetable,rocket,rocket,29/10/2021,kg,5.14
vegetable,mixed_babyleaf_salad,pillow_pack,29/10/2021,kg,4.85
vegetable,onion,bulb_brown,29/10/2021,kg,0.45
vegetable,onion,bulb_red,29/10/2021,kg,0.62
vegetable,swede,swede,29/10/2021,kg,0.23
vegetable,turnip,turnip,29/10/2021,kg,1.66
vegetable,parsnips,all_varieties,29/10/2021,kg,1.07
vegetable,rhubarb,outdoor,29/10/2021,kg,1.54
vegetable,spinach_leaf,loose_bunches,29/10/2021,kg,1.23
vegetable,sweetcorn,sweetcorn,29/10/2021,head,0.3
vegetable,tomatoes,round,29/10/2021,kg,0.9
vegetable,tomatoes,cherry,29/10/2021,kg,3.06
cut_flowers,gladioli,all_varieties,29/10/2021,stem,0.31
fruit,apples,bramleys_seedling,22/10/2021,kg,1.53
fruit,apples,coxs_orange_group,22/10/2021,kg,1.26
fruit,apples,egremont_russet,22/10/2021,kg,1.31
fruit,apples,braeburn,22/10/2021,kg,1.07
fruit,apples,gala,22/10/2021,kg,1.11
fruit,apples,other_early_season,22/10/2021,kg,0.82
fruit,currants,red,22/10/2021,kg,3.6
fruit,blueberries,blueberries,22/10/2021,kg,4.57
fruit,pears,conference,22/10/2021,kg,1.05
fruit,pears,doyenne_du_comice,22/10/2021,kg,1.05
fruit,raspberries,raspberries,22/10/2021,kg,8.28
fruit,strawberries,strawberries,22/10/2021,kg,2.91
vegetable,beans,broad,22/10/2021,kg,1.43
vegetable,beans,dwarf_french_or_kidney,22/10/2021,kg,2.09
vegetable,beans,runner_climbing,22/10/2021,kg,1.83
vegetable,beetroot,beetroot,22/10/2021,kg,0.51
vegetable,brussels_sprouts,brussels_sprouts,22/10/2021,kg,1.04
vegetable,pak_choi,pak_choi,22/10/2021,kg,2.74
vegetable,curly_kale,curly_kale,22/10/2021,kg,3.22
vegetable,cabbage,red,22/10/2021,kg,0.54
vegetable,cabbage,savoy,22/10/2021,head,0.5
vegetable,spring_greens,prepacked,22/10/2021,kg,0.75
vegetable,cabbage,summer_autumn_pointed,22/10/2021,kg,0.58
vegetable,cabbage,white,22/10/2021,kg,0.46
vegetable,cabbage,round_green_other,22/10/2021,head,0.45
vegetable,calabrese,calabrese,22/10/2021,kg,1.5
vegetable,capsicum,elongated,22/10/2021,kg,1.2
vegetable,carrots,topped_washed,22/10/2021,kg,0.44
vegetable,cauliflower,all,22/10/2021,head,0.64
vegetable,celery,all_washed,22/10/2021,kg,0.73
vegetable,celeriac,celeriac,22/10/2021,kg,0.68
vegetable,chinese_leaf,chinese_leaf,22/10/2021,kg,0.97
vegetable,coriander,coriander,22/10/2021,kg,1.61
vegetable,courgettes,courgettes,22/10/2021,kg,1.48
vegetable,cucumbers,cucumbers,22/10/2021,kg,0.89
vegetable,leeks,trimmed,22/10/2021,kg,1.21
vegetable,lettuce,butterhead_indoor,22/10/2021,head,0.4
vegetable,lettuce,cos,22/10/2021,head,0.63
vegetable,lettuce,crisp_iceberg_type,22/10/2021,head,0.55
vegetable,lettuce,little_gem,22/10/2021,twin,0.67
vegetable,rocket,rocket,22/10/2021,kg,5.2
vegetable,mixed_babyleaf_salad,pillow_pack,22/10/2021,kg,4.78
vegetable,onion,bulb_brown,22/10/2021,kg,0.46
vegetable,onion,bulb_red,22/10/2021,kg,0.61
vegetable,onion,saladspring,22/10/2021,kg,0.26
vegetable,swede,swede,22/10/2021,kg,0.23
vegetable,turnip,turnip,22/10/2021,kg,1.67
vegetable,parsnips,all_varieties,22/10/2021,kg,1.07
vegetable,rhubarb,outdoor,22/10/2021,kg,1.54
vegetable,spinach_leaf,loose_bunches,22/10/2021,kg,1.26
vegetable,sweetcorn,sweetcorn,22/10/2021,head,0.25
vegetable,tomatoes,round,22/10/2021,kg,1.16
vegetable,tomatoes,cherry,22/10/2021,kg,3.06
cut_flowers,gladioli,all_varieties,22/10/2021,stem,0.33
fruit,apples,bramleys_seedling,15/10/2021,kg,1.46
fruit,apples,coxs_orange_group,15/10/2021,kg,1.28
fruit,apples,egremont_russet,15/10/2021,kg,1.33
fruit,apples,gala,15/10/2021,kg,1.12
fruit,apples,other_early_season,15/10/2021,kg,0.89
fruit,apples,other_late_season,15/10/2021,kg,0.87
fruit,currants,red,15/10/2021,kg,4
fruit,blueberries,blueberries,15/10/2021,kg,9.25
fruit,pears,conference,15/10/2021,kg,1.06
fruit,pears,doyenne_du_comice,15/10/2021,kg,1.07
fruit,plums,all_other,15/10/2021,kg,2.44
fruit,raspberries,raspberries,15/10/2021,kg,6.84
fruit,strawberries,strawberries,15/10/2021,kg,2.32
vegetable,beans,broad,15/10/2021,kg,1.43
vegetable,beans,dwarf_french_or_kidney,15/10/2021,kg,2.45
vegetable,beans,runner_climbing,15/10/2021,kg,1.95
vegetable,beetroot,beetroot,15/10/2021,kg,0.5
vegetable,brussels_sprouts,brussels_sprouts,15/10/2021,kg,1.04
vegetable,pak_choi,pak_choi,15/10/2021,kg,2.79
vegetable,curly_kale,curly_kale,15/10/2021,kg,3.17
vegetable,cabbage,red,15/10/2021,kg,0.55
vegetable,cabbage,savoy,15/10/2021,head,0.51
vegetable,spring_greens,prepacked,15/10/2021,kg,0.77
vegetable,cabbage,summer_autumn_pointed,15/10/2021,kg,0.58
vegetable,cabbage,white,15/10/2021,kg,0.48
vegetable,cabbage,round_green_other,15/10/2021,head,0.46
vegetable,calabrese,calabrese,15/10/2021,kg,1.28
vegetable,capsicum,elongated,15/10/2021,kg,1
vegetable,carrots,topped_washed,15/10/2021,kg,0.44
vegetable,cauliflower,all,15/10/2021,head,0.7
vegetable,celery,all_washed,15/10/2021,kg,0.73
vegetable,celeriac,celeriac,15/10/2021,kg,0.68
vegetable,chinese_leaf,chinese_leaf,15/10/2021,kg,0.93
vegetable,coriander,coriander,15/10/2021,kg,1.84
vegetable,courgettes,courgettes,15/10/2021,kg,1.28
vegetable,cucumbers,cucumbers,15/10/2021,kg,1.13
vegetable,leeks,trimmed,15/10/2021,kg,1.2
vegetable,lettuce,butterhead_indoor,15/10/2021,head,0.41
vegetable,lettuce,cos,15/10/2021,head,0.63
vegetable,lettuce,crisp_iceberg_type,15/10/2021,head,0.54
vegetable,lettuce,little_gem,15/10/2021,twin,0.66
vegetable,rocket,rocket,15/10/2021,kg,5.07
vegetable,mixed_babyleaf_salad,pillow_pack,15/10/2021,kg,5.07
vegetable,onion,bulb_brown,15/10/2021,kg,0.45
vegetable,onion,bulb_red,15/10/2021,kg,0.63
vegetable,onion,saladspring,15/10/2021,kg,0.38
vegetable,swede,swede,15/10/2021,kg,0.24
vegetable,turnip,turnip,15/10/2021,kg,1.69
vegetable,parsnips,all_varieties,15/10/2021,kg,1.07
vegetable,peas,shelling_all_varieties,15/10/2021,kg,2.42
vegetable,rhubarb,outdoor,15/10/2021,kg,1.54
vegetable,spinach_leaf,loose_bunches,15/10/2021,kg,1.3
vegetable,sweetcorn,sweetcorn,15/10/2021,head,0.24
vegetable,tomatoes,round,15/10/2021,kg,0.98
vegetable,tomatoes,vine,15/10/2021,kg,1.45
vegetable,tomatoes,cherry,15/10/2021,kg,3.06
cut_flowers,gladioli,all_varieties,15/10/2021,stem,0.33
fruit,apples,bramleys_seedling,08/10/2021,kg,1.58
fruit,apples,coxs_orange_group,08/10/2021,kg,1.44
fruit,apples,egremont_russet,08/10/2021,kg,1.52
fruit,apples,gala,08/10/2021,kg,1.11
fruit,apples,other_early_season,08/10/2021,kg,0.86
fruit,blackberries,blackberries,08/10/2021,kg,6.4
fruit,blueberries,blueberries,08/10/2021,kg,9.84
fruit,pears,conference,08/10/2021,kg,1.02
fruit,pears,doyenne_du_comice,08/10/2021,kg,1.2
fruit,plums,all_other,08/10/2021,kg,2.26
fruit,raspberries,raspberries,08/10/2021,kg,8.28
fruit,strawberries,strawberries,08/10/2021,kg,2.16
vegetable,beans,broad,08/10/2021,kg,1.65
vegetable,beans,dwarf_french_or_kidney,08/10/2021,kg,2.13
vegetable,beans,runner_climbing,08/10/2021,kg,2.63
vegetable,beetroot,beetroot,08/10/2021,kg,0.51
vegetable,brussels_sprouts,brussels_sprouts,08/10/2021,kg,1.08
vegetable,pak_choi,pak_choi,08/10/2021,kg,2.74
vegetable,curly_kale,curly_kale,08/10/2021,kg,3.28
vegetable,cabbage,red,08/10/2021,kg,0.58
vegetable,cabbage,savoy,08/10/2021,head,0.5
vegetable,spring_greens,prepacked,08/10/2021,kg,0.76
vegetable,cabbage,summer_autumn_pointed,08/10/2021,kg,0.58
vegetable,cabbage,white,08/10/2021,kg,0.46
vegetable,cabbage,round_green_other,08/10/2021,head,0.47
vegetable,calabrese,calabrese,08/10/2021,kg,1.18
vegetable,capsicum,red,08/10/2021,kg,0.63
vegetable,capsicum,elongated,08/10/2021,kg,1.5
vegetable,carrots,topped_washed,08/10/2021,kg,0.44
vegetable,cauliflower,all,08/10/2021,head,0.58
vegetable,celery,all_washed,08/10/2021,kg,0.73
vegetable,celeriac,celeriac,08/10/2021,kg,0.67
vegetable,chinese_leaf,chinese_leaf,08/10/2021,kg,0.95
vegetable,coriander,coriander,08/10/2021,kg,1.67
vegetable,courgettes,courgettes,08/10/2021,kg,1.21
vegetable,cucumbers,cucumbers,08/10/2021,kg,1.05
vegetable,leeks,trimmed,08/10/2021,kg,1.18
vegetable,lettuce,butterhead_indoor,08/10/2021,head,0.43
vegetable,lettuce,cos,08/10/2021,head,0.57
vegetable,lettuce,crisp_iceberg_type,08/10/2021,head,0.52
vegetable,lettuce,little_gem,08/10/2021,twin,0.63
vegetable,rocket,rocket,08/10/2021,kg,5.04
vegetable,mixed_babyleaf_salad,pillow_pack,08/10/2021,kg,5.05
vegetable,onion,bulb_brown,08/10/2021,kg,0.46
vegetable,onion,bulb_red,08/10/2021,kg,0.64
vegetable,onion,saladspring,08/10/2021,kg,0.38
vegetable,swede,swede,08/10/2021,kg,0.24
vegetable,turnip,turnip,08/10/2021,kg,1.69
vegetable,parsnips,all_varieties,08/10/2021,kg,1.07
vegetable,peas,shelling_all_varieties,08/10/2021,kg,2.34
vegetable,rhubarb,outdoor,08/10/2021,kg,1.58
vegetable,spinach_leaf,loose_bunches,08/10/2021,kg,1.24
vegetable,sweetcorn,sweetcorn,08/10/2021,head,0.24
vegetable,tomatoes,round,08/10/2021,kg,0.93
vegetable,tomatoes,vine,08/10/2021,kg,1.25
vegetable,tomatoes,cherry,08/10/2021,kg,3.06
cut_flowers,gladioli,all_varieties,08/10/2021,stem,0.33
fruit,apples,bramleys_seedling,01/10/2021,kg,1.29
fruit,apples,coxs_orange_group,01/10/2021,kg,1.44
fruit,apples,egremont_russet,01/10/2021,kg,1.44
fruit,apples,gala,01/10/2021,kg,1.09
fruit,apples,other_early_season,01/10/2021,kg,0.96
fruit,apples,other_mid_season,01/10/2021,kg,0.84
fruit,blackberries,blackberries,01/10/2021,kg,7.07
fruit,currants,red,01/10/2021,kg,7.2
fruit,blueberries,blueberries,01/10/2021,kg,9.9
fruit,pears,conference,01/10/2021,kg,0.98
fruit,plums,all_other,01/10/2021,kg,2.05
fruit,raspberries,raspberries,01/10/2021,kg,8.3
fruit,strawberries,strawberries,01/10/2021,kg,2.35
vegetable,beans,broad,01/10/2021,kg,1.63
vegetable,beans,dwarf_french_or_kidney,01/10/2021,kg,2.26
vegetable,beans,runner_climbing,01/10/2021,kg,2.47
vegetable,beetroot,beetroot,01/10/2021,kg,0.51
vegetable,brussels_sprouts,brussels_sprouts,01/10/2021,kg,1.08
vegetable,pak_choi,pak_choi,01/10/2021,kg,2.69
vegetable,curly_kale,curly_kale,01/10/2021,kg,3.25
vegetable,cabbage,red,01/10/2021,kg,0.57
vegetable,cabbage,savoy,01/10/2021,head,0.5
vegetable,spring_greens,prepacked,01/10/2021,kg,0.76
vegetable,cabbage,summer_autumn_pointed,01/10/2021,kg,0.58
vegetable,cabbage,white,01/10/2021,kg,0.49
vegetable,cabbage,round_green_other,01/10/2021,head,0.47
vegetable,calabrese,calabrese,01/10/2021,kg,1.16
vegetable,capsicum,red,01/10/2021,kg,0.5
vegetable,capsicum,elongated,01/10/2021,kg,1.45
vegetable,carrots,topped_washed,01/10/2021,kg,0.45
vegetable,cauliflower,all,01/10/2021,head,0.57
vegetable,celery,all_washed,01/10/2021,kg,0.75
vegetable,celeriac,celeriac,01/10/2021,kg,0.67
vegetable,chinese_leaf,chinese_leaf,01/10/2021,kg,0.94
