category,item,variety,date,unit,price
fruit,apples,bramleys_seedling,13/10/2025,kg,1.27
fruit,apples,coxs_orange_group,13/10/2025,kg,1.22
fruit,apples,egremont_russet,13/10/2025,kg,1.46
fruit,apples,braeburn,13/10/2025,kg,1.38
fruit,apples,gala,13/10/2025,kg,1.23
fruit,blackberries,blackberries,13/10/2025,kg,15.35
fruit,blueberries,blueberries,13/10/2025,kg,12.19
fruit,pears,conference,13/10/2025,kg,1.22
fruit,pears,doyenne_du_comice,13/10/2025,kg,1.17
fruit,plums,all_other,13/10/2025,kg,1.52
fruit,raspberries,raspberries,13/10/2025,kg,13.16
fruit,strawberries,strawberries,13/10/2025,kg,4.08
vegetable,beans,dwarf_french_or_kidney,13/10/2025,kg,1.87
vegetable,beans,runner_climbing,13/10/2025,kg,3.92
vegetable,beetroot,beetroot,13/10/2025,kg,0.7
vegetable,brussels_sprouts,brussels_sprouts,13/10/2025,kg,1
vegetable,pak_choi,pak_choi,13/10/2025,kg,3.5
vegetable,curly_kale,curly_kale,13/10/2025,kg,4.19
vegetable,cabbage,red,13/10/2025,kg,0.54
vegetable,cabbage,savoy,13/10/2025,head,0.64
vegetable,spring_greens,prepacked,13/10/2025,kg,1.39
vegetable,cabbage,summer_autumn_pointed,13/10/2025,kg,0.79
vegetable,cabbage,white,13/10/2025,kg,0.52
vegetable,cabbage,round_green_other,13/10/2025,head,0.62
vegetable,calabrese,calabrese,13/10/2025,kg,1.88
vegetable,capsicum,green,13/10/2025,kg,1.3
vegetable,capsicum,red,13/10/2025,kg,1.08
vegetable,capsicum,elongated,13/10/2025,kg,1.5
vegetable,carrots,topped_washed,13/10/2025,kg,0.52
vegetable,cauliflower,all,13/10/2025,head,1
vegetable,celery,all_washed,13/10/2025,kg,1.18
vegetable,celeriac,celeriac,13/10/2025,kg,0.86
vegetable,chinese_leaf,chinese_leaf,13/10/2025,kg,1.28
vegetable,coriander,coriander,13/10/2025,kg,4.02
vegetable,courgettes,courgettes,13/10/2025,kg,1.87
vegetable,cucumbers,cucumbers,13/10/2025,kg,0.69
vegetable,leeks,trimmed,13/10/2025,kg,1.47
vegetable,lettuce,butterhead_indoor,13/10/2025,head,0.48
vegetable,lettuce,cos,13/10/2025,head,0.71
vegetable,lettuce,crisp_iceberg_type,13/10/2025,head,0.7
vegetable,lettuce,little_gem,13/10/2025,twin,0.83
vegetable,rocket,rocket,13/10/2025,kg,5.5
vegetable,mixed_babyleaf_salad,pillow_pack,13/10/2025,kg,5.4
vegetable,onion,bulb_brown,13/10/2025,kg,0.51
vegetable,onion,bulb_red,13/10/2025,kg,0.77
vegetable,onion,saladspring,13/10/2025,kg,0.45
vegetable,swede,swede,13/10/2025,kg,0.25
vegetable,turnip,turnip,13/10/2025,kg,1.38
vegetable,parsnips,all_varieties,13/10/2025,kg,1.14
vegetable,spinach_leaf,loose_bunches,13/10/2025,kg,2.54
vegetable,sweetcorn,sweetcorn,13/10/2025,head,0.43
vegetable,tomatoes,round,13/10/2025,kg,1.4
vegetable,tomatoes,vine,13/10/2025,kg,1.1
fruit,apples,bramleys_seedling,29/09/2025,kg,1.35
fruit,apples,coxs_orange_group,29/09/2025,kg,1.36
fruit,apples,egremont_russet,29/09/2025,kg,1.49
fruit,apples,braeburn,29/09/2025,kg,1.19
fruit,apples,gala,29/09/2025,kg,1.39
fruit,apples,other_early_season,29/09/2025,kg,1.1
fruit,blackberries,blackberries,29/09/2025,kg,13.73
fruit,blueberries,blueberries,29/09/2025,kg,11.46
fruit,pears,conference,29/09/2025,kg,1.25
fruit,plums,victoria,29/09/2025,kg,1.98
fruit,plums,all_other,29/09/2025,kg,1.86
fruit,raspberries,raspberries,29/09/2025,kg,11.56
fruit,strawberries,strawberries,29/09/2025,kg,5.4
vegetable,beans,dwarf_french_or_kidney,29/09/2025,kg,2.05
vegetable,beans,runner_climbing,29/09/2025,kg,4.17
vegetable,beetroot,beetroot,29/09/2025,kg,0.73
vegetable,brussels_sprouts,brussels_sprouts,29/09/2025,kg,1.05
vegetable,pak_choi,pak_choi,29/09/2025,kg,3.59
vegetable,curly_kale,curly_kale,29/09/2025,kg,4.04
vegetable,cabbage,red,29/09/2025,kg,0.57
vegetable,cabbage,savoy,29/09/2025,head,0.67
vegetable,spring_greens,prepacked,29/09/2025,kg,0.97
vegetable,cabbage,summer_autumn_pointed,29/09/2025,kg,0.8
vegetable,cabbage,white,29/09/2025,kg,0.54
vegetable,cabbage,round_green_other,29/09/2025,head,0.64
vegetable,calabrese,calabrese,29/09/2025,kg,1.82
vegetable,capsicum,green,29/09/2025,kg,1.4
vegetable,capsicum,red,29/09/2025,kg,1.14
vegetable,capsicum,elongated,29/09/2025,kg,1.5
vegetable,capsicum,yelloworange,29/09/2025,kg,1.6
vegetable,carrots,topped_washed,29/09/2025,kg,0.52
vegetable,cauliflower,all,29/09/2025,head,0.63
vegetable,celery,all_washed,29/09/2025,kg,1.14
vegetable,celeriac,celeriac,29/09/2025,kg,0.95
vegetable,chinese_leaf,chinese_leaf,29/09/2025,kg,1.29
vegetable,coriander,coriander,29/09/2025,kg,3.93
vegetable,courgettes,courgettes,29/09/2025,kg,1.83
vegetable,cucumbers,cucumbers,29/09/2025,kg,0.92
vegetable,leeks,trimmed,29/09/2025,kg,1.47
vegetable,lettuce,butterhead_indoor,29/09/2025,head,0.49
vegetable,lettuce,cos,29/09/2025,head,0.74
vegetable,lettuce,crisp_iceberg_type,29/09/2025,head,0.69
vegetable,lettuce,little_gem,29/09/2025,twin,0.84
vegetable,rocket,rocket,29/09/2025,kg,5.63
vegetable,mixed_babyleaf_salad,pillow_pack,29/09/2025,kg,4.94
vegetable,onion,bulb_brown,29/09/2025,kg,0.49
vegetable,onion,bulb_red,29/09/2025,kg,0.74
vegetable,onion,saladspring,29/09/2025,kg,0.41
vegetable,swede,swede,29/09/2025,kg,0.26
vegetable,turnip,turnip,29/09/2025,kg,1.51
vegetable,parsnips,all_varieties,29/09/2025,kg,1.29
vegetable,rhubarb,outdoor,29/09/2025,kg,2.19
vegetable,spinach_leaf,loose_bunches,29/09/2025,kg,2.58
vegetable,sweetcorn,sweetcorn,29/09/2025,head,0.38
vegetable,tomatoes,round,29/09/2025,kg,1.4
vegetable,tomatoes,vine,29/09/2025,kg,1.1
fruit,apples,bramleys_seedling,15/09/2025,kg,1.3
fruit,apples,coxs_orange_group,15/09/2025,kg,1.42
fruit,apples,egremont_russet,15/09/2025,kg,1.62
fruit,apples,gala,15/09/2025,kg,1.43
fruit,apples,other_early_season,15/09/2025,kg,1.11
fruit,apples,other_mid_season,15/09/2025,kg,1.32
fruit,blackberries,blackberries,15/09/2025,kg,13.49
fruit,blueberries,blueberries,15/09/2025,kg,11.21
fruit,pears,conference,15/09/2025,kg,1.21
fruit,pears,other,15/09/2025,kg,1
fruit,plums,victoria,15/09/2025,kg,2.14
fruit,plums,all_other,15/09/2025,kg,1.8
fruit,raspberries,raspberries,15/09/2025,kg,12.25
fruit,strawberries,strawberries,15/09/2025,kg,5.65
vegetable,beans,dwarf_french_or_kidney,15/09/2025,kg,2.35
vegetable,beans,runner_climbing,15/09/2025,kg,3.15
vegetable,beetroot,beetroot,15/09/2025,kg,0.74
vegetable,brussels_sprouts,brussels_sprouts,15/09/2025,kg,1.13
vegetable,pak_choi,pak_choi,15/09/2025,kg,3.71
vegetable,curly_kale,curly_kale,15/09/2025,kg,4.02
vegetable,cabbage,red,15/09/2025,kg,0.59
vegetable,cabbage,savoy,15/09/2025,head,0.66
vegetable,spring_greens,prepacked,15/09/2025,kg,1.05
vegetable,cabbage,summer_autumn_pointed,15/09/2025,kg,0.84
vegetable,cabbage,white,15/09/2025,kg,0.55
vegetable,cabbage,round_green_other,15/09/2025,head,0.59
vegetable,calabrese,calabrese,15/09/2025,kg,2.88
vegetable,capsicum,green,15/09/2025,kg,1.4
vegetable,capsicum,red,15/09/2025,kg,1.16
vegetable,capsicum,elongated,15/09/2025,kg,1.5
vegetable,capsicum,yelloworange,15/09/2025,kg,1.4
vegetable,carrots,topped_washed,15/09/2025,kg,0.54
vegetable,cauliflower,all,15/09/2025,head,0.84
vegetable,celery,all_washed,15/09/2025,kg,1.08
vegetable,celeriac,celeriac,15/09/2025,kg,0.9
vegetable,chinese_leaf,chinese_leaf,15/09/2025,kg,1.26
vegetable,coriander,coriander,15/09/2025,kg,4.18
vegetable,courgettes,courgettes,15/09/2025,kg,1.28
vegetable,cucumbers,cucumbers,15/09/2025,kg,0.9
vegetable,leeks,trimmed,15/09/2025,kg,1.5
vegetable,lettuce,butterhead_indoor,15/09/2025,head,0.46
vegetable,lettuce,cos,15/09/2025,head,0.71
vegetable,lettuce,crisp_iceberg_type,15/09/2025,head,0.8
vegetable,lettuce,little_gem,15/09/2025,twin,0.82
vegetable,rocket,rocket,15/09/2025,kg,5.42
vegetable,mixed_babyleaf_salad,pillow_pack,15/09/2025,kg,5.42
vegetable,onion,bulb_brown,15/09/2025,kg,0.48
vegetable,onion,bulb_red,15/09/2025,kg,0.75
vegetable,onion,saladspring,15/09/2025,kg,0.41
vegetable,swede,swede,15/09/2025,kg,0.25
vegetable,turnip,turnip,15/09/2025,kg,1.6
vegetable,parsnips,all_varieties,15/09/2025,kg,1.32
vegetable,peas,shelling_all_varieties,15/09/2025,kg,3.96
vegetable,rhubarb,outdoor,15/09/2025,kg,2.59
vegetable,spinach_leaf,loose_bunches,15/09/2025,kg,2.66
vegetable,sweetcorn,sweetcorn,15/09/2025,head,0.45
vegetable,tomatoes,round,15/09/2025,kg,0.97
vegetable,tomatoes,vine,15/09/2025,kg,1.05
fruit,apples,bramleys_seedling,01/09/2025,kg,1.39
fruit,apples,other_early_season,01/09/2025,kg,1.29
fruit,blackberries,blackberries,01/09/2025,kg,9.23
fruit,currants,black,01/09/2025,kg,11.1
fruit,currants,red,01/09/2025,kg,9
fruit,blueberries,blueberries,01/09/2025,kg,10.38
fruit,cherries,all,01/09/2025,kg,6.95
fruit,pears,conference,01/09/2025,kg,1.47
fruit,plums,victoria,01/09/2025,kg,1.7
fruit,plums,all_other,01/09/2025,kg,2.25
fruit,raspberries,raspberries,01/09/2025,kg,11.67
fruit,strawberries,strawberries,01/09/2025,kg,5.25
vegetable,beans,dwarf_french_or_kidney,01/09/2025,kg,2.95
vegetable,beans,runner_climbing,01/09/2025,kg,4.16
vegetable,beetroot,beetroot,01/09/2025,kg,0.78
vegetable,brussels_sprouts,brussels_sprouts,01/09/2025,kg,0.65
vegetable,pak_choi,pak_choi,01/09/2025,kg,3.68
vegetable,curly_kale,curly_kale,01/09/2025,kg,4.08
vegetable,cabbage,red,01/09/2025,kg,0.61
vegetable,cabbage,savoy,01/09/2025,head,0.7
vegetable,spring_greens,prepacked,01/09/2025,kg,1.04
vegetable,cabbage,summer_autumn_pointed,01/09/2025,kg,0.83
vegetable,cabbage,white,01/09/2025,kg,0.57
vegetable,cabbage,round_green_other,01/09/2025,head,0.62
vegetable,calabrese,calabrese,01/09/2025,kg,3.99
vegetable,capsicum,green,01/09/2025,kg,1.23
vegetable,capsicum,red,01/09/2025,kg,1.17
vegetable,capsicum,elongated,01/09/2025,kg,1.7
vegetable,capsicum,yelloworange,01/09/2025,kg,1.65
vegetable,carrots,topped_washed,01/09/2025,kg,0.54
vegetable,cauliflower,all,01/09/2025,head,1.36
vegetable,celery,all_washed,01/09/2025,kg,1.12
vegetable,celeriac,celeriac,01/09/2025,kg,0.92
vegetable,chinese_leaf,chinese_leaf,01/09/2025,kg,1.26
vegetable,coriander,coriander,01/09/2025,kg,4.21
vegetable,courgettes,courgettes,01/09/2025,kg,1.16
vegetable,cucumbers,cucumbers,01/09/2025,kg,1.38
vegetable,leeks,trimmed,01/09/2025,kg,1.51
vegetable,lettuce,butterhead_indoor,01/09/2025,head,0.46
vegetable,lettuce,cos,01/09/2025,head,0.7
vegetable,lettuce,crisp_iceberg_type,01/09/2025,head,0.68
vegetable,lettuce,little_gem,01/09/2025,twin,0.73
vegetable,rocket,rocket,01/09/2025,kg,5.73
vegetable,mixed_babyleaf_salad,pillow_pack,01/09/2025,kg,5.55
vegetable,onion,bulb_brown,01/09/2025,kg,0.54
vegetable,onion,bulb_red,01/09/2025,kg,0.79
vegetable,onion,saladspring,01/09/2025,kg,0.45
vegetable,swede,swede,01/09/2025,kg,0.27
vegetable,turnip,turnip,01/09/2025,kg,1.44
vegetable,parsnips,all_varieties,01/09/2025,kg,1.41
vegetable,peas,shelling_all_varieties,01/09/2025,kg,3.74
vegetable,rhubarb,outdoor,01/09/2025,kg,2.51
vegetable,spinach_leaf,loose_bunches,01/09/2025,kg,2.54
vegetable,sweetcorn,sweetcorn,01/09/2025,head,0.38
vegetable,tomatoes,round,01/09/2025,kg,1.19
vegetable,tomatoes,vine,01/09/2025,kg,1.17
fruit,apples,bramleys_seedling,18/08/2025,kg,1.49
fruit,apples,other_early_season,18/08/2025,kg,1.3
fruit,blackberries,blackberries,18/08/2025,kg,6.35
fruit,currants,black,18/08/2025,kg,10.8
fruit,currants,red,18/08/2025,kg,10.8
fruit,blueberries,blueberries,18/08/2025,kg,9.42
fruit,cherries,all,18/08/2025,kg,6.29
fruit,pears,other,18/08/2025,kg,1.1
fruit,plums,victoria,18/08/2025,kg,2.26
fruit,plums,all_other,18/08/2025,kg,2.28
fruit,raspberries,raspberries,18/08/2025,kg,10.22
fruit,strawberries,strawberries,18/08/2025,kg,4.99
vegetable,beans,broad,18/08/2025,kg,2.17
vegetable,beans,dwarf_french_or_kidney,18/08/2025,kg,3.37
vegetable,beans,runner_climbing,18/08/2025,kg,8.98
vegetable,beetroot,beetroot,18/08/2025,kg,0.76
vegetable,pak_choi,pak_choi,18/08/2025,kg,3.41
vegetable,curly_kale,curly_kale,18/08/2025,kg,4.21
vegetable,cabbage,red,18/08/2025,kg,0.66
vegetable,cabbage,savoy,18/08/2025,head,0.65
vegetable,spring_greens,prepacked,18/08/2025,kg,1.16
vegetable,cabbage,summer_autumn_pointed,18/08/2025,kg,0.74
vegetable,cabbage,white,18/08/2025,kg,0.59
vegetable,cabbage,round_green_other,18/08/2025,head,0.64
vegetable,calabrese,calabrese,18/08/2025,kg,3.67
vegetable,capsicum,green,18/08/2025,kg,1.1
vegetable,capsicum,red,18/08/2025,kg,1.28
vegetable,capsicum,elongated,18/08/2025,kg,1.7
vegetable,capsicum,yelloworange,18/08/2025,kg,1.71
vegetable,carrots,topped_washed,18/08/2025,kg,0.55
vegetable,cauliflower,all,18/08/2025,head,2.14
vegetable,celery,all_washed,18/08/2025,kg,1.08
vegetable,celeriac,celeriac,18/08/2025,kg,0.9
vegetable,chinese_leaf,chinese_leaf,18/08/2025,kg,1.29
vegetable,coriander,coriander,18/08/2025,kg,3.66
vegetable,courgettes,courgettes,18/08/2025,kg,1.18
vegetable,cucumbers,cucumbers,18/08/2025,kg,1.38
vegetable,leeks,trimmed,18/08/2025,kg,1.51
vegetable,lettuce,butterhead_indoor,18/08/2025,head,0.46
vegetable,lettuce,cos,18/08/2025,head,0.69
vegetable,lettuce,crisp_iceberg_type,18/08/2025,head,0.58
vegetable,lettuce,little_gem,18/08/2025,twin,0.75
vegetable,rocket,rocket,18/08/2025,kg,5.57
vegetable,mixed_babyleaf_salad,pillow_pack,18/08/2025,kg,5.56
vegetable,onion,bulb_brown,18/08/2025,kg,0.56
vegetable,onion,bulb_red,18/08/2025,kg,0.74
vegetable,onion,saladspring,18/08/2025,kg,0.44
vegetable,swede,swede,18/08/2025,kg,0.27
vegetable,turnip,turnip,18/08/2025,kg,1.43
vegetable,parsnips,all_varieties,18/08/2025,kg,1.51
vegetable,peas,shelling_all_varieties,18/08/2025,kg,3.35
vegetable,rhubarb,outdoor,18/08/2025,kg,2.08
vegetable,spinach_leaf,loose_bunches,18/08/2025,kg,2.63
vegetable,sweetcorn,sweetcorn,18/08/2025,head,0.36
vegetable,tomatoes,round,18/08/2025,kg,0.82
vegetable,tomatoes,vine,18/08/2025,kg,1.13
fruit,apples,bramleys_seedling,04/08/2025,kg,1.25
fruit,apples,braeburn,04/08/2025,kg,1.36
fruit,apples,gala,04/08/2025,kg,1.26
fruit,apples,other_late_season,04/08/2025,kg,0.95
fruit,blackberries,blackberries,04/08/2025,kg,6.71
fruit,currants,black,04/08/2025,kg,11.41
fruit,currants,red,04/08/2025,kg,11
fruit,blueberries,blueberries,04/08/2025,kg,9.43
fruit,cherries,all,04/08/2025,kg,5.6
fruit,gooseberries,gooseberries,04/08/2025,kg,9.35
fruit,plums,all_other,04/08/2025,kg,3.11
fruit,raspberries,raspberries,04/08/2025,kg,10.07
fruit,strawberries,strawberries,04/08/2025,kg,3.95
vegetable,beans,broad,04/08/2025,kg,2.54
vegetable,beans,dwarf_french_or_kidney,04/08/2025,kg,3.62
vegetable,beans,runner_climbing,04/08/2025,kg,3.9
vegetable,beetroot,beetroot,04/08/2025,kg,0.87
vegetable,pak_choi,pak_choi,04/08/2025,kg,3.47
vegetable,curly_kale,curly_kale,04/08/2025,kg,4.28
vegetable,cabbage,red,04/08/2025,kg,0.85
vegetable,cabbage,savoy,04/08/2025,head,0.73
vegetable,spring_greens,prepacked,04/08/2025,kg,1.12
vegetable,cabbage,summer_autumn_pointed,04/08/2025,kg,0.81
vegetable,cabbage,white,04/08/2025,kg,0.75
vegetable,cabbage,round_green_other,04/08/2025,head,0.66
vegetable,calabrese,calabrese,04/08/2025,kg,2.84
vegetable,capsicum,green,04/08/2025,kg,1.1
vegetable,capsicum,red,04/08/2025,kg,1.19
vegetable,capsicum,elongated,04/08/2025,kg,1.73
vegetable,capsicum,yelloworange,04/08/2025,kg,1.5
vegetable,carrots,topped_washed,04/08/2025,kg,0.6
vegetable,cauliflower,all,04/08/2025,head,0.89
vegetable,celery,all_washed,04/08/2025,kg,1.18
vegetable,celeriac,celeriac,04/08/2025,kg,0.81
vegetable,chinese_leaf,chinese_leaf,04/08/2025,kg,1.27
vegetable,coriander,coriander,04/08/2025,kg,3.4
vegetable,courgettes,courgettes,04/08/2025,kg,1.12
vegetable,cucumbers,cucumbers,04/08/2025,kg,1.26
vegetable,leeks,trimmed,04/08/2025,kg,1.37
vegetable,lettuce,butterhead_indoor,04/08/2025,head,0.45
vegetable,lettuce,cos,04/08/2025,head,0.73
vegetable,lettuce,crisp_iceberg_type,04/08/2025,head,0.57
vegetable,lettuce,little_gem,04/08/2025,twin,0.72
vegetable,rocket,rocket,04/08/2025,kg,5.86
vegetable,mixed_babyleaf_salad,pillow_pack,04/08/2025,kg,5.85
vegetable,onion,bulb_brown,04/08/2025,kg,0.62
vegetable,onion,bulb_red,04/08/2025,kg,1
vegetable,onion,saladspring,04/08/2025,kg,0.45
vegetable,swede,swede,04/08/2025,kg,0.31
vegetable,turnip,turnip,04/08/2025,kg,1.18
vegetable,parsnips,all_varieties,04/08/2025,kg,1.52
vegetable,peas,shelling_all_varieties,04/08/2025,kg,3.06
vegetable,rhubarb,forced,04/08/2025,kg,3
vegetable,rhubarb,outdoor,04/08/2025,kg,1.82
vegetable,spinach_leaf,loose_bunches,04/08/2025,kg,2.55
vegetable,sweetcorn,sweetcorn,04/08/2025,head,0.6
vegetable,tomatoes,round,04/08/2025,kg,0.97
vegetable,tomatoes,vine,04/08/2025,kg,1.46
fruit,apples,bramleys_seedling,21/07/2025,kg,1.25
fruit,apples,braeburn,21/07/2025,kg,1.36
fruit,apples,gala,21/07/2025,kg,1.26
fruit,apples,other_late_season,21/07/2025,kg,0.95
fruit,blackberries,blackberries,21/07/2025,kg,6.71
fruit,currants,black,21/07/2025,kg,11.41
fruit,currants,red,21/07/2025,kg,11
fruit,blueberries,blueberries,21/07/2025,kg,9.43
fruit,cherries,all,21/07/2025,kg,5.6
fruit,gooseberries,gooseberries,21/07/2025,kg,9.35
fruit,plums,all_other,21/07/2025,kg,3.11
fruit,raspberries,raspberries,21/07/2025,kg,10.07
fruit,strawberries,strawberries,21/07/2025,kg,3.95
vegetable,beans,broad,21/07/2025,kg,2.54
vegetable,beans,dwarf_french_or_kidney,21/07/2025,kg,3.62
vegetable,beans,runner_climbing,21/07/2025,kg,3.9
vegetable,beetroot,beetroot,21/07/2025,kg,0.87
vegetable,pak_choi,pak_choi,21/07/2025,kg,3.47
vegetable,curly_kale,curly_kale,21/07/2025,kg,4.28
vegetable,cabbage,red,21/07/2025,kg,0.85
vegetable,cabbage,savoy,21/07/2025,head,0.73
vegetable,spring_greens,prepacked,21/07/2025,kg,1.12
vegetable,cabbage,summer_autumn_pointed,21/07/2025,kg,0.81
vegetable,cabbage,white,21/07/2025,kg,0.75
vegetable,cabbage,round_green_other,21/07/2025,head,0.66
vegetable,calabrese,calabrese,21/07/2025,kg,2.84
vegetable,capsicum,green,21/07/2025,kg,1.1
vegetable,capsicum,red,21/07/2025,kg,1.19
vegetable,capsicum,elongated,21/07/2025,kg,1.73
vegetable,capsicum,yelloworange,21/07/2025,kg,1.5
vegetable,carrots,topped_washed,21/07/2025,kg,0.6
vegetable,cauliflower,all,21/07/2025,head,0.89
vegetable,celery,all_washed,21/07/2025,kg,1.18
vegetable,celeriac,celeriac,21/07/2025,kg,0.81
vegetable,chinese_leaf,chinese_leaf,21/07/2025,kg,1.27
vegetable,coriander,coriander,21/07/2025,kg,3.4
vegetable,courgettes,courgettes,21/07/2025,kg,1.12
vegetable,cucumbers,cucumbers,21/07/2025,kg,1.26
vegetable,leeks,trimmed,21/07/2025,kg,1.37
vegetable,lettuce,butterhead_indoor,21/07/2025,head,0.45
vegetable,lettuce,cos,21/07/2025,head,0.73
vegetable,lettuce,crisp_iceberg_type,21/07/2025,head,0.57
vegetable,lettuce,little_gem,21/07/2025,twin,0.72
vegetable,rocket,rocket,21/07/2025,kg,5.86
vegetable,mixed_babyleaf_salad,pillow_pack,21/07/2025,kg,5.85
vegetable,onion,bulb_brown,21/07/2025,kg,0.62
vegetable,onion,bulb_red,21/07/2025,kg,1
vegetable,onion,saladspring,21/07/2025,kg,0.45
vegetable,swede,swede,21/07/2025,kg,0.31
vegetable,turnip,turnip,21/07/2025,kg,1.18
vegetable,parsnips,all_varieties,21/07/2025,kg,1.52
vegetable,peas,shelling_all_varieties,21/07/2025,kg,3.06
vegetable,rhubarb,forced,21/07/2025,kg,3
vegetable,rhubarb,outdoor,21/07/2025,kg,1.82
vegetable,spinach_leaf,loose_bunches,21/07/2025,kg,2.55
vegetable,sweetcorn,sweetcorn,21/07/2025,head,0.6
vegetable,tomatoes,round,21/07/2025,kg,0.97
vegetable,tomatoes,vine,21/07/2025,kg,1.46
fruit,apples,bramleys_seedling,07/07/2025,kg,1.37
fruit,apples,braeburn,07/07/2025,kg,1.31
fruit,apples,gala,07/07/2025,kg,1.32
fruit,apples,other_late_season,07/07/2025,kg,1.48
fruit,blackberries,blackberries,07/07/2025,kg,6.73
fruit,blueberries,blueberries,07/07/2025,kg,11.31
fruit,cherries,all,07/07/2025,kg,6.5
fruit,gooseberries,gooseberries,07/07/2025,kg,10.9
fruit,plums,all_other,07/07/2025,kg,2.23
fruit,raspberries,raspberries,07/07/2025,kg,8.91
fruit,strawberries,strawberries,07/07/2025,kg,5.13
vegetable,beans,broad,07/07/2025,kg,2.36
vegetable,beans,dwarf_french_or_kidney,07/07/2025,kg,3.63
vegetable,beans,runner_climbing,07/07/2025,kg,5.18
vegetable,beetroot,beetroot,07/07/2025,kg,0.88
vegetable,pak_choi,pak_choi,07/07/2025,kg,3.35
vegetable,curly_kale,curly_kale,07/07/2025,kg,4.38
vegetable,cabbage,red,07/07/2025,kg,0.97
vegetable,cabbage,savoy,07/07/2025,head,0.74
vegetable,spring_greens,prepacked,07/07/2025,kg,1.25
vegetable,cabbage,summer_autumn_pointed,07/07/2025,kg,0.71
vegetable,cabbage,white,07/07/2025,kg,0.88
vegetable,cabbage,round_green_other,07/07/2025,head,0.66
vegetable,calabrese,calabrese,07/07/2025,kg,1.68
vegetable,capsicum,green,07/07/2025,kg,1.26
vegetable,capsicum,red,07/07/2025,kg,1.17
vegetable,capsicum,elongated,07/07/2025,kg,1.7
vegetable,capsicum,yelloworange,07/07/2025,kg,1.43
vegetable,carrots,topped_washed,07/07/2025,kg,0.62
vegetable,cauliflower,all,07/07/2025,head,0.87
vegetable,celery,all_washed,07/07/2025,kg,1.21
vegetable,celeriac,celeriac,07/07/2025,kg,0.88
vegetable,chinese_leaf,chinese_leaf,07/07/2025,kg,1.27
vegetable,coriander,coriander,07/07/2025,kg,2.99
vegetable,courgettes,courgettes,07/07/2025,kg,1.18
vegetable,cucumbers,cucumbers,07/07/2025,kg,0.92
vegetable,leeks,trimmed,07/07/2025,kg,1.73
vegetable,lettuce,butterhead_indoor,07/07/2025,head,0.46
vegetable,lettuce,cos,07/07/2025,head,0.71
vegetable,lettuce,crisp_iceberg_type,07/07/2025,head,0.54
vegetable,lettuce,little_gem,07/07/2025,twin,0.7
vegetable,rocket,rocket,07/07/2025,kg,5.7
vegetable,mixed_babyleaf_salad,pillow_pack,07/07/2025,kg,5.74
vegetable,onion,bulb_brown,07/07/2025,kg,0.63
vegetable,onion,bulb_red,07/07/2025,kg,0.65
vegetable,onion,saladspring,07/07/2025,kg,0.46
vegetable,swede,swede,07/07/2025,kg,0.32
vegetable,turnip,turnip,07/07/2025,kg,1.43
vegetable,parsnips,all_varieties,07/07/2025,kg,1.03
vegetable,peas,shelling_all_varieties,07/07/2025,kg,3.23
vegetable,rhubarb,forced,07/07/2025,kg,2.91
vegetable,rhubarb,outdoor,07/07/2025,kg,1.91
vegetable,spinach_leaf,loose_bunches,07/07/2025,kg,2.43
vegetable,tomatoes,round,07/07/2025,kg,0.74
vegetable,tomatoes,vine,07/07/2025,kg,1.53
cut_flowers,gladioli,all_varieties,07/07/2025,stem,0.36
fruit,apples,bramleys_seedling,23/06/2025,kg,1.42
fruit,apples,braeburn,23/06/2025,kg,1.29
fruit,apples,gala,23/06/2025,kg,1.34
fruit,apples,other_early_season,23/06/2025,kg,1.37
fruit,blackberries,blackberries,23/06/2025,kg,9.7
fruit,blueberries,blueberries,23/06/2025,kg,12.4
fruit,cherries,all,23/06/2025,kg,6.99
fruit,gooseberries,gooseberries,23/06/2025,kg,18.14
fruit,raspberries,raspberries,23/06/2025,kg,11.1
fruit,strawberries,strawberries,23/06/2025,kg,5.02
vegetable,asparagus,asparagus,23/06/2025,kg,14.58
vegetable,beans,broad,23/06/2025,kg,2.92
vegetable,beans,runner_climbing,23/06/2025,kg,9.91
vegetable,beetroot,beetroot,23/06/2025,kg,0.73
vegetable,pak_choi,pak_choi,23/06/2025,kg,3.57
vegetable,curly_kale,curly_kale,23/06/2025,kg,4.5
vegetable,cabbage,red,23/06/2025,kg,1.08
vegetable,cabbage,savoy,23/06/2025,head,0.77
vegetable,spring_greens,prepacked,23/06/2025,kg,1.23
vegetable,cabbage,summer_autumn_pointed,23/06/2025,kg,0.72
vegetable,cabbage,white,23/06/2025,kg,1.01
vegetable,cabbage,round_green_other,23/06/2025,head,0.69
vegetable,calabrese,calabrese,23/06/2025,kg,1.9
vegetable,capsicum,green,23/06/2025,kg,1.27
vegetable,capsicum,red,23/06/2025,kg,1.1
vegetable,capsicum,elongated,23/06/2025,kg,1.64
vegetable,carrots,topped_washed,23/06/2025,kg,0.74
vegetable,cauliflower,all,23/06/2025,head,0.86
vegetable,celery,all_washed,23/06/2025,kg,1.27
vegetable,celeriac,celeriac,23/06/2025,kg,0.96
vegetable,chinese_leaf,chinese_leaf,23/06/2025,kg,1.33
vegetable,coriander,coriander,23/06/2025,kg,2.69
vegetable,courgettes,courgettes,23/06/2025,kg,1.25
vegetable,cucumbers,cucumbers,23/06/2025,kg,0.76
vegetable,leeks,trimmed,23/06/2025,kg,1.93
